"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
4.18670610318118e-22,1.71443256802177,0.627,0.325,1.11203100806595e-17,"Rpl19"
3.5340815942571e-13,1.70691236628275,0.477,0.254,9.38687412250629e-09,"Rps17"
6.30633967810003e-24,1.69579139284016,0.682,0.392,1.67502688190015e-19,"Rpl23"
3.76676386931759e-10,1.67982565677107,0.362,0.163,1.00049015132944e-05,"Pkm"
4.46325813244486e-10,1.67937254816511,0.391,0.196,1.18548599255868e-05,"Rpl10a"
2.52554606100366e-26,1.674948750875,0.704,0.411,6.70810289263182e-22,"Eef1a1"
2.54766326280819e-07,1.67145892496091,0.28,0.124,0.00676684839234484,"Psmb3"
1.22285529333083e-17,1.66106116683867,0.565,0.287,3.24802594461601e-13,"Rpl17"
5.18466175500741e-21,1.65321567854146,0.621,0.344,1.37709800874752e-16,"Rps27"
2.55476188712551e-08,1.65138986288292,0.364,0.201,0.000678570304839406,"Rpl7a"
7.82803292357691e-13,1.63864462745753,0.489,0.278,2.07920382483126e-08,"Rpl10"
2.9477702689114e-14,1.63669003225602,0.496,0.249,7.82957261125556e-10,"Rps5"
7.06900182372631e-23,1.62219803047274,0.693,0.445,1.87759757439995e-18,"Rps21"
2.21408230417519e-08,1.62079039072628,0.308,0.129,0.000588082400811971,"Atp5e"
1.08786718799642e-07,1.61808975345711,0.305,0.144,0.00288948403803728,"Btf3"
2.22907451657089e-07,1.58710067322966,0.354,0.201,0.00592064482346394,"Gng11"
3.56373596868797e-07,1.57928234650502,0.294,0.139,0.00946563910643212,"Eef1b2"
5.01956919305719e-13,1.57905297091379,0.489,0.254,1.33324777336792e-08,"Rps11"
2.09470782337379e-19,1.57017927838267,0.676,0.431,5.56375344966312e-15,"Rpl37"
6.11665283654938e-08,1.5638519661605,0.362,0.201,0.00162464415991588,"Rpl5"
2.55495548044617e-11,1.55547436030981,0.47,0.273,6.78621725161307e-07,"Rps9"
9.51509772296223e-16,1.55281979383615,0.557,0.306,2.527305106196e-11,"Rpl18a"
9.45814653330238e-19,1.53502669548546,0.63,0.373,2.51217830071044e-14,"Rpl35a"
1.68735926175912e-17,1.5339531930534,0.591,0.316,4.48179493515839e-13,"Ifitm3"
3.56349188289629e-22,1.5257612661184,0.697,0.426,9.46499079016085e-18,"Rpl37a"
6.54717519165064e-39,1.52460192750591,0.898,0.67,1.73899520265433e-34,"Tmsb4x"
2.9787313071589e-09,1.52039855772691,0.328,0.134,7.91180822494475e-05,"Cd9"
3.97442116233852e-12,1.51693683150767,0.462,0.23,1.05564600492873e-07,"Rps26"
2.8836407970319e-26,1.50606738074582,0.748,0.469,7.65923832099643e-22,"Tpt1"
1.13578544033201e-06,1.48052157057679,0.295,0.148,0.0301675970806585,"Rpl36al"
6.7213874240274e-07,1.46871022354037,0.349,0.201,0.0178526771369592,"Pomp"
1.32069403118213e-14,1.4614899058579,0.579,0.349,3.50789541622287e-10,"Rpl30"
1.46471649122931e-07,1.46041238799845,0.401,0.254,0.00389043347235416,"Tmsb10"
7.0042770149458e-08,1.43926743501054,0.338,0.167,0.00186040601793975,"Prdx1"
2.29601024857372e-10,1.4231299800026,0.462,0.263,6.09843282123665e-06,"Rps4x"
2.85650989722922e-18,1.42271228515488,0.644,0.397,7.58717593803052e-14,"Rpl27a"
3.14488393906187e-15,1.40217498584773,0.576,0.321,8.35312623054223e-11,"Sparc"
4.61312628027928e-14,1.39689753988476,0.577,0.368,1.22529247130498e-09,"Rpl26"
1.49232774695347e-15,1.39155510789627,0.591,0.34,3.96377172868311e-11,"Rpl8"
6.56287935668025e-16,1.38980272742618,0.607,0.368,1.74316638592784e-11,"Gapdh"
1.82469314265522e-10,1.38683869760977,0.51,0.34,4.84656745620652e-06,"Rps3"
4.26922440429314e-12,1.38078285869126,0.535,0.335,1.1339486940243e-07,"Rps20"
2.80131621070475e-19,1.37090458561528,0.684,0.407,7.4405759872529e-15,"Ptgds"
1.05101183479801e-06,1.36248586393185,0.366,0.22,0.02791592534407,"Rac1"
3.5708163058652e-12,1.34969820580841,0.57,0.373,9.48444519000856e-08,"Rpl11"
