"gene_upper","n_datasets","datasets","mean_log2FC","max_log2FC","min_padj","confidence_tier"
"TFDP1",1,"GSE244576",1.66,1.66,0.034631,"Tier3_1dataset"
"IGBP1",1,"GSE244576",1.658,1.658,0.014829,"Tier3_1dataset"
"UTP6",1,"GSE244576",1.658,1.658,0.008909,"Tier3_1dataset"
"BCAR3",1,"GSE244576",1.657,1.657,0.000155,"Tier3_1dataset"
"WDR5",1,"GSE244576",1.651,1.651,0.006808,"Tier3_1dataset"
"UBQLN1",1,"GSE244576",1.649,1.649,1e-06,"Tier3_1dataset"
"MTMR2",1,"GSE244576",1.646,1.646,0,"Tier3_1dataset"
"RBMS3",1,"GSE244576",1.645,1.645,0,"Tier3_1dataset"
"UBE2I",1,"GSE244576",1.642,1.642,0,"Tier3_1dataset"
"AFF1",1,"GSE244576",1.638,1.638,0,"Tier3_1dataset"
"WDFY1",1,"GSE244576",1.636,1.636,0,"Tier3_1dataset"
"DGCR2",1,"GSE244576",1.634,1.634,1.1e-05,"Tier3_1dataset"
"TRIM24",1,"GSE244576",1.632,1.632,0,"Tier3_1dataset"
"TMEM214",1,"GSE244576",1.63,1.63,0.003498,"Tier3_1dataset"
"COL4A2",1,"GSE244576",1.624,1.624,0,"Tier3_1dataset"
"GM13889",1,"GSE244576",1.624,1.624,2e-06,"Tier3_1dataset"
"RASL12",1,"GSE244576",1.624,1.624,0,"Tier3_1dataset"
"TRMT1",1,"GSE244576",1.622,1.622,0.00034,"Tier3_1dataset"
"ATF1",1,"GSE244576",1.62,1.62,2e-06,"Tier3_1dataset"
"ZFP697",1,"GSE244576",1.62,1.62,0,"Tier3_1dataset"
"HBB-BS",1,"GSE244576",1.619,1.619,9e-06,"Tier3_1dataset"
"STT3A",1,"GSE244576",1.619,1.619,2e-06,"Tier3_1dataset"
"MAP2K1",1,"GSE244576",1.618,1.618,0,"Tier3_1dataset"
"NFKBIZ",1,"GSE244576",1.615,1.615,1.1e-05,"Tier3_1dataset"
"CEP192",1,"GSE244576",1.609,1.609,1.7e-05,"Tier3_1dataset"
"RHBDF1",1,"GSE244576",1.606,1.606,0.003632,"Tier3_1dataset"
"TMEM128",1,"GSE244576",1.602,1.602,0.023161,"Tier3_1dataset"
"TMTC3",1,"GSE244576",1.602,1.602,0.039025,"Tier3_1dataset"
"RAB11FIP3",1,"GSE244576",1.598,1.598,0,"Tier3_1dataset"
"AGAP2",1,"GSE244576",1.591,1.591,0.019636,"Tier3_1dataset"
"JUNB",1,"GSE244576",1.58,1.58,0,"Tier3_1dataset"
"NHS",1,"GSE244576",1.58,1.58,0,"Tier3_1dataset"
"VMP1",1,"GSE244576",1.578,1.578,0,"Tier3_1dataset"
"CASP8AP2",1,"GSE244576",1.576,1.576,0.029372,"Tier3_1dataset"
"EXOC1",1,"GSE244576",1.576,1.576,2e-06,"Tier3_1dataset"
"SLC39A1",1,"GSE244576",1.575,1.575,0.004561,"Tier3_1dataset"
"PER3",1,"GSE244576",1.573,1.573,0.000127,"Tier3_1dataset"
"PIK3R1",1,"GSE244576",1.573,1.573,0,"Tier3_1dataset"
"RASA2",1,"GSE244576",1.572,1.572,0,"Tier3_1dataset"
"EIF3B",1,"GSE244576",1.567,1.567,0.000187,"Tier3_1dataset"
"IBTK",1,"GSE244576",1.564,1.564,0.00718,"Tier3_1dataset"
"RABGEF1",1,"GSE244576",1.564,1.564,0,"Tier3_1dataset"
"ADAM12",1,"GSE244576",1.561,1.561,0,"Tier3_1dataset"
"GCLC",1,"GSE244576",1.56,1.56,1.7e-05,"Tier3_1dataset"
"GLIS2",1,"GSE244576",1.557,1.557,0.004785,"Tier3_1dataset"
"MID1",1,"GSE244576",1.556,1.556,0,"Tier3_1dataset"
"FARP1",1,"GSE244576",1.551,1.551,0,"Tier3_1dataset"
"FOXP4",1,"GSE244576",1.551,1.551,0.001979,"Tier3_1dataset"
"TAPT1",1,"GSE244576",1.551,1.551,2e-06,"Tier3_1dataset"
"CHD7",1,"GSE244576",1.55,1.55,0.012338,"Tier3_1dataset"
"RAB31",1,"GSE244576",1.549,1.549,0,"Tier3_1dataset"
"WIPF2",1,"GSE244576",1.549,1.549,0.000844,"Tier3_1dataset"
"ATAD5",1,"GSE244576",1.548,1.548,0.000512,"Tier3_1dataset"
"FGFR1",1,"GSE244576",1.548,1.548,0,"Tier3_1dataset"
"2610307P16RIK",1,"GSE244576",1.546,1.546,0,"Tier3_1dataset"
"B830012L14RIK",1,"GSE244576",1.546,1.546,8.8e-05,"Tier3_1dataset"
"CLCN6",1,"GSE244576",1.544,1.544,0.045566,"Tier3_1dataset"
"TRAF7",1,"GSE244576",1.543,1.543,0.002601,"Tier3_1dataset"
"BLM",1,"GSE244576",1.534,1.534,0.000608,"Tier3_1dataset"
"SGK1",1,"GSE244576",1.534,1.534,0,"Tier3_1dataset"
"MYEF2",1,"GSE244576",1.533,1.533,0,"Tier3_1dataset"
"RNF144A",1,"GSE244576",1.532,1.532,0.001155,"Tier3_1dataset"
"PLEC",1,"GSE244576",1.53,1.53,4e-06,"Tier3_1dataset"
"SLC7A2",1,"GSE244576",1.53,1.53,0.000494,"Tier3_1dataset"
"RAPGEF3",1,"GSE244576",1.527,1.527,1e-06,"Tier3_1dataset"
"SKAP2",1,"GSE244576",1.526,1.526,0.00295,"Tier3_1dataset"
"CDK14",1,"GSE244576",1.524,1.524,0,"Tier3_1dataset"
"CHST2",1,"GSE244576",1.521,1.521,0.001532,"Tier3_1dataset"
"FURIN",1,"GSE244576",1.518,1.518,9.2e-05,"Tier3_1dataset"
"OTULINL",1,"GSE244576",1.517,1.517,0.017396,"Tier3_1dataset"
"FRMD8",1,"GSE244576",1.515,1.515,0.003816,"Tier3_1dataset"
"KCNT2",1,"GSE244576",1.513,1.513,0,"Tier3_1dataset"
"MAP4K4",1,"GSE244576",1.513,1.513,0,"Tier3_1dataset"
"BMP2K",1,"GSE244576",1.505,1.505,0,"Tier3_1dataset"
"WDR11",1,"GSE244576",1.504,1.504,0.025246,"Tier3_1dataset"
"USP6NL",1,"GSE244576",1.499,1.499,0,"Tier3_1dataset"
"ARHGEF40",1,"GSE244576",1.497,1.497,0,"Tier3_1dataset"
"NOM1",1,"GSE244576",1.496,1.496,5e-06,"Tier3_1dataset"
"LRRC59",1,"GSE244576",1.49,1.49,0.048608,"Tier3_1dataset"
"CTSL",1,"GSE244576",1.489,1.489,0,"Tier3_1dataset"
"SMC4",1,"GSE244576",1.488,1.488,9.6e-05,"Tier3_1dataset"
"MIDN",1,"GSE244576",1.485,1.485,6e-06,"Tier3_1dataset"
"TRIP4",1,"GSE244576",1.485,1.485,4e-06,"Tier3_1dataset"
"RNF38",1,"GSE244576",1.484,1.484,0,"Tier3_1dataset"
"EZH2",1,"GSE244576",1.482,1.482,0.000161,"Tier3_1dataset"
"ISG15",1,"GSE250597",1.481,1.481,0,"Tier3_1dataset"
"KREMEN1",1,"GSE244576",1.48,1.48,2.5e-05,"Tier3_1dataset"
"KMT2D",1,"GSE244576",1.479,1.479,0.000453,"Tier3_1dataset"
"CERK",1,"GSE244576",1.474,1.474,0,"Tier3_1dataset"
"PIK3CD",1,"GSE244576",1.473,1.473,0,"Tier3_1dataset"
"COMMD10",1,"GSE244576",1.471,1.471,0.005846,"Tier3_1dataset"
"NPC2",1,"GSE244576",1.47,1.47,0.0095,"Tier3_1dataset"
"CDC14A",1,"GSE244576",1.469,1.469,0.026424,"Tier3_1dataset"
"JAG1",1,"GSE244576",1.465,1.465,1e-06,"Tier3_1dataset"
"NSMCE2",1,"GSE244576",1.463,1.463,0,"Tier3_1dataset"
"SERINC5",1,"GSE244576",1.463,1.463,5.5e-05,"Tier3_1dataset"
"TMEM87B",1,"GSE244576",1.46,1.46,0,"Tier3_1dataset"
"ARHGAP24",1,"GSE244576",1.458,1.458,1e-06,"Tier3_1dataset"
"HIPK2",1,"GSE244576",1.458,1.458,0,"Tier3_1dataset"
"NUP93",1,"GSE244576",1.456,1.456,1e-06,"Tier3_1dataset"
"TMEM189",1,"GSE244576",1.454,1.454,0.003385,"Tier3_1dataset"
"ZFP277",1,"GSE244576",1.454,1.454,9.7e-05,"Tier3_1dataset"
"LRMDA",1,"GSE244576",1.45,1.45,0.002729,"Tier3_1dataset"
"TLE3",1,"GSE244576",1.45,1.45,0.02964,"Tier3_1dataset"
"CNEP1R1",1,"GSE244576",1.449,1.449,0,"Tier3_1dataset"
"LARP4B",1,"GSE244576",1.449,1.449,0,"Tier3_1dataset"
"SAMD4",1,"GSE244576",1.449,1.449,0,"Tier3_1dataset"
"FNBP4",1,"GSE244576",1.448,1.448,0,"Tier3_1dataset"
"COQ10B",1,"GSE244576",1.446,1.446,0,"Tier3_1dataset"
"RAI14",1,"GSE244576",1.445,1.445,0,"Tier3_1dataset"
"JADE2",1,"GSE244576",1.438,1.438,0.001658,"Tier3_1dataset"
"LAMA5",1,"GSE244576",1.438,1.438,0.045574,"Tier3_1dataset"
"SLC20A1",1,"GSE244576",1.438,1.438,0.000294,"Tier3_1dataset"
"IRF8",1,"GSE310324",1.434,1.434,0.017661,"Tier3_1dataset"
"TTLL5",1,"GSE244576",1.432,1.432,1e-06,"Tier3_1dataset"
"LRP5",1,"GSE244576",1.429,1.429,8.5e-05,"Tier3_1dataset"
"DNMT1",1,"GSE244576",1.426,1.426,0.037777,"Tier3_1dataset"
"ZMIZ1",1,"GSE244576",1.423,1.423,0,"Tier3_1dataset"
"IL6ST",1,"GSE244576",1.42,1.42,0,"Tier3_1dataset"
"MFSD11",1,"GSE244576",1.418,1.418,0.001823,"Tier3_1dataset"
"PTPN1",1,"GSE244576",1.418,1.418,0,"Tier3_1dataset"
"REV1",1,"GSE244576",1.417,1.417,0,"Tier3_1dataset"
"COL27A1",1,"GSE244576",1.41,1.41,0.003737,"Tier3_1dataset"
"ZFP609",1,"GSE244576",1.409,1.409,0,"Tier3_1dataset"
"KCNQ4",1,"GSE244576",1.408,1.408,0.024621,"Tier3_1dataset"
"PPFIBP1",1,"GSE244576",1.408,1.408,0,"Tier3_1dataset"
"KLHL6",1,"GSE244576",1.407,1.407,0.043781,"Tier3_1dataset"
"PBX2",1,"GSE244576",1.405,1.405,0.000529,"Tier3_1dataset"
"WDR26",1,"GSE244576",1.404,1.404,0,"Tier3_1dataset"
"DDIT4",1,"GSE244576",1.399,1.399,0.008371,"Tier3_1dataset"
"ELMSAN1",1,"GSE244576",1.399,1.399,7e-06,"Tier3_1dataset"
"HDAC1",1,"GSE244576",1.399,1.399,0.001288,"Tier3_1dataset"
"KDSR",1,"GSE244576",1.396,1.396,7e-05,"Tier3_1dataset"
"PLEKHH3",1,"GSE244576",1.396,1.396,0.013991,"Tier3_1dataset"
"INTS2",1,"GSE244576",1.393,1.393,9.9e-05,"Tier3_1dataset"
"TMEM41B",1,"GSE244576",1.391,1.391,0.015794,"Tier3_1dataset"
"PEAK1",1,"GSE244576",1.39,1.39,0,"Tier3_1dataset"
"WDR37",1,"GSE244576",1.39,1.39,0,"Tier3_1dataset"
"LYN",1,"GSE244576",1.389,1.389,0,"Tier3_1dataset"
"SAMD5",1,"GSE244576",1.388,1.388,0.000404,"Tier3_1dataset"
"4833422C13RIK",1,"GSE244576",1.387,1.387,0,"Tier3_1dataset"
"ANXA11",1,"GSE244576",1.386,1.386,0.043044,"Tier3_1dataset"
"IWS1",1,"GSE244576",1.385,1.385,0,"Tier3_1dataset"
"NPLOC4",1,"GSE244576",1.383,1.383,0,"Tier3_1dataset"
"PTBP2",1,"GSE244576",1.381,1.381,0,"Tier3_1dataset"
"PTPN12",1,"GSE244576",1.38,1.38,0,"Tier3_1dataset"
"TMEM68",1,"GSE244576",1.379,1.379,0.000289,"Tier3_1dataset"
"TBC1D19",1,"GSE244576",1.377,1.377,0,"Tier3_1dataset"
"CCAR1",1,"GSE244576",1.376,1.376,0,"Tier3_1dataset"
"ECM1",1,"GSE244576",1.376,1.376,0.002403,"Tier3_1dataset"
"PRRC1",1,"GSE244576",1.375,1.375,6.8e-05,"Tier3_1dataset"
"NOL10",1,"GSE244576",1.374,1.374,1e-06,"Tier3_1dataset"
"GABPB1",1,"GSE244576",1.372,1.372,0.024151,"Tier3_1dataset"
"SETD1A",1,"GSE244576",1.366,1.366,0.000199,"Tier3_1dataset"
"MCPH1",1,"GSE244576",1.362,1.362,0.000468,"Tier3_1dataset"
"SH3KBP1",1,"GSE244576",1.359,1.359,0,"Tier3_1dataset"
"BZW2",1,"GSE244576",1.358,1.358,0.001164,"Tier3_1dataset"
"PBX3",1,"GSE244576",1.358,1.358,0,"Tier3_1dataset"
"ZSWIM7",1,"GSE244576",1.358,1.358,0.005569,"Tier3_1dataset"
"FBRS",1,"GSE244576",1.356,1.356,0.020498,"Tier3_1dataset"
"IER3",1,"GSE244576",1.356,1.356,2e-06,"Tier3_1dataset"
"SLF1",1,"GSE244576",1.356,1.356,0,"Tier3_1dataset"
"TNS3",1,"GSE244576",1.356,1.356,0,"Tier3_1dataset"
"APOD",1,"GSE244576",1.353,1.353,0,"Tier3_1dataset"
"CAST",1,"GSE244576",1.345,1.345,0,"Tier3_1dataset"
"RNF141",1,"GSE244576",1.341,1.341,0.000164,"Tier3_1dataset"
"HMGB2",1,"GSE244576",1.34,1.34,0.001451,"Tier3_1dataset"
"TEAD1",1,"GSE244576",1.339,1.339,0,"Tier3_1dataset"
"OSBP",1,"GSE244576",1.338,1.338,4.8e-05,"Tier3_1dataset"
"2610020C07RIK",1,"GSE244576",1.337,1.337,0,"Tier3_1dataset"
"USP49",1,"GSE244576",1.336,1.336,0.004364,"Tier3_1dataset"
"CD46",1,"GSE244576",1.334,1.334,0,"Tier3_1dataset"
"LITAF",1,"GSE244576",1.334,1.334,0,"Tier3_1dataset"
"GRAMD4",1,"GSE244576",1.331,1.331,0,"Tier3_1dataset"
"MAPK14",1,"GSE244576",1.331,1.331,7.8e-05,"Tier3_1dataset"
"YJU2",1,"GSE244576",1.331,1.331,0.035447,"Tier3_1dataset"
"VAV2",1,"GSE244576",1.33,1.33,7e-06,"Tier3_1dataset"
"GM41609",1,"GSE244576",1.329,1.329,0.000954,"Tier3_1dataset"
"SIAH1A",1,"GSE244576",1.329,1.329,1e-06,"Tier3_1dataset"
"CHST11",1,"GSE244576",1.327,1.327,3e-06,"Tier3_1dataset"
"NEAT1",1,"GSE244576",1.327,1.327,0,"Tier3_1dataset"
"DYSF",1,"GSE244576",1.326,1.326,6e-06,"Tier3_1dataset"
"SPIDR",1,"GSE244576",1.324,1.324,0,"Tier3_1dataset"
"NUP155",1,"GSE244576",1.323,1.323,4.2e-05,"Tier3_1dataset"
"AW554918",1,"GSE244576",1.322,1.322,0,"Tier3_1dataset"
"SAV1",1,"GSE244576",1.322,1.322,0,"Tier3_1dataset"
"PER1",1,"GSE244576",1.317,1.317,0,"Tier3_1dataset"
"TSHZ3",1,"GSE244576",1.315,1.315,0,"Tier3_1dataset"
"DPY19L4",1,"GSE244576",1.314,1.314,0,"Tier3_1dataset"
"NF2",1,"GSE244576",1.314,1.314,0.001587,"Tier3_1dataset"
"FADS3",1,"GSE244576",1.312,1.312,0.00219,"Tier3_1dataset"
"SRC",1,"GSE244576",1.312,1.312,0.000331,"Tier3_1dataset"
"UBAP1",1,"GSE244576",1.312,1.312,8.2e-05,"Tier3_1dataset"
"SLC24A5",1,"GSE244576",1.311,1.311,0.000724,"Tier3_1dataset"
"YKT6",1,"GSE244576",1.31,1.31,0.014039,"Tier3_1dataset"
"MED13L",1,"GSE244576",1.308,1.308,0,"Tier3_1dataset"
"ANKRD28",1,"GSE244576",1.307,1.307,0,"Tier3_1dataset"
"GOLPH3",1,"GSE244576",1.306,1.306,4.5e-05,"Tier3_1dataset"
"TANK",1,"GSE244576",1.305,1.305,0,"Tier3_1dataset"
"GM11084",1,"GSE244576",1.304,1.304,0.000518,"Tier3_1dataset"
"ESYT1",1,"GSE244576",1.303,1.303,0.000181,"Tier3_1dataset"
"CNTRL",1,"GSE244576",1.302,1.302,5.7e-05,"Tier3_1dataset"
"NOTCH4",1,"GSE244576",1.302,1.302,0.000276,"Tier3_1dataset"
"BCL2L11",1,"GSE244576",1.3,1.3,0.006854,"Tier3_1dataset"
"EIF2AK4",1,"GSE244576",1.3,1.3,8e-06,"Tier3_1dataset"
"PTBP1",1,"GSE244576",1.3,1.3,0.001502,"Tier3_1dataset"
