baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol,timepoint,comparison,cell_type,dataset
0.8173949422276537,0.3581853925448749,2.182824539798348,0.1640926176219205,0.8696582333244979,,1700123M08Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
21.44608709371517,0.613621919770647,0.44791584832357184,1.3699491144760074,0.17070278659180216,0.4427785840963892,1700123O20Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
14.15224688748871,0.260831419615673,0.5251032170833183,0.4967240937209623,0.6193836294876545,0.8236485088918513,1810009A15Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
7.581820734241264,-0.3515883920205856,0.7095556576909157,-0.49550502234701155,0.6202436777032532,,1810013L24Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4.848289667472757,0.21906686127958197,0.8713465297423064,0.25141187093999123,0.8014956907131415,,1810014B01Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.9853199270608958,-4.081967991892123,2.4680223048062886,-1.6539429096498826,0.09813911302915318,,1810021B22Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
54.26179188834267,0.6514446890303313,0.3227163372729186,2.0186294085242107,0.04352575202682024,0.21926962749029136,1810022K09Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
2.8893429760814113,-0.009216571538064378,1.0913448881796999,-0.008445150234255539,0.9932618251095926,,1810024B03Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
33.23121418798975,-0.19508368016576785,0.36628721930817876,-0.5325975624654067,0.5943121898357762,0.8072283063444938,1810026B05Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
12.123454882547804,0.15396403178208554,0.5644641729572639,0.27276138886806245,0.7850366416758857,,1810030O07Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4.561594653673227,0.7752733641950245,0.993629807415934,0.7802436666138525,0.435247464181564,,1810032O08Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
267.55243342996704,0.5572678227159771,0.25093168199285876,2.2207949920482197,0.02636484993968491,0.16321923548186512,1810037I17Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.9354767996677587,0.5817231423507897,1.0376418738110191,0.5606203421747571,0.5750563810401917,,1810043G02Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.0183103901144008,1.3352121638699734,2.169241050166248,0.6155204207331612,0.5382110876193911,,1810044D09Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
28.934900791639084,0.20882452613020336,0.36712613446777465,0.5688086641746105,0.569485994198933,0.795023968082132,1810058I24Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.8124724838486397,-1.6381558747335259,1.3638457800395618,-1.2011298481900257,0.22970083634425265,,1810062O18Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
