"gene_upper","n_datasets","datasets","mean_log2FC","max_log2FC","min_padj","confidence_tier"
"COL4A2",5,"GSE223744, GSE225948, GSE234052, GSE279666, GSE9391",3.43,10.07,0,"Tier1_5+datasets"
"S100A6",5,"GSE223744, GSE225948, GSE233815, GSE234052, GSE244576",2.665,6.107,0,"Tier1_5+datasets"
"ECSCR",5,"GSE223744, GSE225948, GSE233815, GSE234052, GSE244576",2.341,2.97,0,"Tier1_5+datasets"
"TMEM252",5,"GSE223744, GSE225948, GSE233815, GSE234052, GSE244576",2.218,3.821,0,"Tier1_5+datasets"
"LCN2",4,"GSE223744, GSE233815, GSE234052, GSE244576",4.806,7.566,0,"Tier2_4datasets"
"EMP1",4,"GSE223744, GSE225948, GSE234052, GSE244576",4.599,8.17,0,"Tier2_4datasets"
"LRG1",4,"GSE223744, GSE225948, GSE233815, GSE244576",4.57,7.967,0,"Tier2_4datasets"
"PDLIM1",4,"GSE223744, GSE234052, GSE244576, GSE279666",4.554,5.042,0,"Tier2_4datasets"
"HMOX1",4,"GSE223744, GSE233815, GSE234052, GSE244576",4.507,7.652,1e-04,"Tier2_4datasets"
"ADAMTS9",4,"GSE223744, GSE234052, GSE244576, GSE279666",4.18,6.363,0,"Tier2_4datasets"
"CTLA2A",4,"GSE223744, GSE225948, GSE234052, GSE244576",2.845,4.647,0,"Tier2_4datasets"
"SOCS3",4,"GSE223744, GSE233815, GSE234052, GSE244576",2.705,4.05,0,"Tier2_4datasets"
"LITAF",4,"GSE223744, GSE225948, GSE233815, GSE234052",2.693,4.522,0,"Tier2_4datasets"
"ADAMTS1",4,"GSE223744, GSE233815, GSE234052, GSE244576",2.389,3.379,0,"Tier2_4datasets"
"S100A11",4,"GSE223744, GSE225948, GSE234052, GSE244576",2.134,4.113,0,"Tier2_4datasets"
"DYSF",4,"GSE223744, GSE233815, GSE234052, GSE279666",1.962,2.713,0,"Tier2_4datasets"
"RPS2",4,"GSE223744, GSE225948, GSE234052, GSE244576",1.904,2.477,0,"Tier2_4datasets"
"IFITM2",4,"GSE223744, GSE225948, GSE233815, GSE244576",1.881,2.617,0,"Tier2_4datasets"
"FKBP1A",4,"GSE223744, GSE225948, GSE234052, GSE244576",1.831,2.338,0,"Tier2_4datasets"
"CTSB",4,"GSE223744, GSE225948, GSE234052, GSE244576",1.768,2.183,0,"Tier2_4datasets"
"RPLP0",4,"GSE223744, GSE225948, GSE234052, GSE244576",1.688,2.718,0,"Tier2_4datasets"
"FTH1",4,"GSE223744, GSE234052, GSE244576, GSE310324",1.565,3.319,0,"Tier2_4datasets"
"CD93",4,"GSE223744, GSE225948, GSE233815, GSE234052",1.451,2.533,0,"Tier2_4datasets"
"RPSA",4,"GSE223744, GSE225948, GSE234052, GSE244576",1.446,1.999,0,"Tier2_4datasets"
"CD200",4,"GSE223744, GSE225948, GSE234052, GSE244576",1.442,1.983,0,"Tier2_4datasets"
"IFITM3",4,"GSE223744, GSE225948, GSE234052, GSE244576",1.419,1.979,0,"Tier2_4datasets"
"TIMP1",3,"GSE223744, GSE234052, GSE244576",6.837,8.51,0,"Tier3_3datasets"
"CCL2",3,"GSE223744, GSE233815, GSE244576",6.575,8.572,8e-06,"Tier3_3datasets"
"KIT",3,"GSE223744, GSE234052, GSE279666",5.227,6.063,0,"Tier3_3datasets"
"TUBB6",3,"GSE223744, GSE225948, GSE234052",4.48,5.532,0,"Tier3_3datasets"
"APLN",3,"GSE223744, GSE233815, GSE234052",3.956,5.788,0,"Tier3_3datasets"
"LGALS1",3,"GSE223744, GSE225948, GSE244576",3.413,4.358,8e-06,"Tier3_3datasets"
"MT2",3,"GSE223744, GSE234052, GSE244576",3.365,5.509,0,"Tier3_3datasets"
"CH25H",3,"GSE223744, GSE225948, GSE234052",3.215,5.816,0,"Tier3_3datasets"
"SCGB3A1",3,"GSE223744, GSE225948, GSE234052",2.957,5.451,0,"Tier3_3datasets"
"MT1",3,"GSE223744, GSE234052, GSE244576",2.898,4.421,0,"Tier3_3datasets"
"IFITM1",3,"GSE223744, GSE233815, GSE234052",2.524,3.442,0,"Tier3_3datasets"
"CEBPB",3,"GSE223744, GSE234052, GSE244576",2.381,3.824,8.8e-05,"Tier3_3datasets"
"MAP1B",3,"GSE223744, GSE234052, GSE279666",2.36,3.275,0,"Tier3_3datasets"
"ODC1",3,"GSE223744, GSE234052, GSE244576",2.241,3.518,0,"Tier3_3datasets"
"ESD",3,"GSE223744, GSE225948, GSE244576",2.151,3.36,0,"Tier3_3datasets"
"MSN",3,"GSE223744, GSE225948, GSE233815",2.119,3.225,0,"Tier3_3datasets"
"RPL12",3,"GSE223744, GSE225948, GSE244576",2.1,2.591,0,"Tier3_3datasets"
"ANXA2",3,"GSE223744, GSE225948, GSE233815",2.042,2.55,0,"Tier3_3datasets"
"STAB1",3,"GSE223744, GSE233815, GSE234052",2.002,3.062,1.7e-05,"Tier3_3datasets"
"GM10076",3,"GSE225948, GSE244576, GSE310324",1.98,2.588,0,"Tier3_3datasets"
"IL2RG",3,"GSE223744, GSE225948, GSE233815",1.98,2.446,0,"Tier3_3datasets"
"GNGT2",3,"GSE223744, GSE225948, GSE234052",1.979,2.471,0,"Tier3_3datasets"
"PPP1R14B",3,"GSE223744, GSE234052, GSE244576",1.902,2.495,0,"Tier3_3datasets"
"ANGPTL4",3,"GSE223744, GSE234052, GSE300442",1.882,3.265,0,"Tier3_3datasets"
"CHD7",3,"GSE223744, GSE234052, GSE279666",1.867,3.38,5.9e-05,"Tier3_3datasets"
"TNFRSF12A",3,"GSE223744, GSE234052, GSE300442",1.825,2.954,0,"Tier3_3datasets"
"ERCC1",3,"GSE223744, GSE234052, GSE300442",1.765,2.384,0,"Tier3_3datasets"
"MGP",3,"GSE223744, GSE225948, GSE244576",1.764,2.809,0,"Tier3_3datasets"
"RBM3",3,"GSE223744, GSE225948, GSE244576",1.756,2.796,0,"Tier3_3datasets"
"VMP1",3,"GSE223744, GSE225948, GSE234052",1.707,2.19,0,"Tier3_3datasets"
"RAN",3,"GSE223744, GSE225948, GSE244576",1.622,2.358,0,"Tier3_3datasets"
"RPL10",3,"GSE223744, GSE225948, GSE244576",1.612,2.016,0,"Tier3_3datasets"
"TXNRD1",3,"GSE223744, GSE225948, GSE234052",1.6,2.256,3e-06,"Tier3_3datasets"
"NHP2",3,"GSE223744, GSE225948, GSE234052",1.55,1.824,0,"Tier3_3datasets"
"NME1",3,"GSE223744, GSE225948, GSE234052",1.548,1.978,0,"Tier3_3datasets"
"AIG1",3,"GSE223744, GSE225948, GSE234052",1.537,2.053,0,"Tier3_3datasets"
"APRT",3,"GSE223744, GSE225948, GSE234052",1.514,2.262,7e-06,"Tier3_3datasets"
"COL4A1",3,"GSE223744, GSE225948, GSE234052",1.484,2.046,0,"Tier3_3datasets"
"RPL35",3,"GSE225948, GSE244576, GSE300564",1.45,2.212,0,"Tier3_3datasets"
"GJA1",3,"GSE223744, GSE233815, GSE234052",1.449,2.296,0,"Tier3_3datasets"
"CDKN1A",3,"GSE223744, GSE234052, GSE300442",1.436,1.777,0,"Tier3_3datasets"
"SPARC",3,"GSE223744, GSE225948, GSE244576",1.428,1.54,0,"Tier3_3datasets"
"RPL36A",3,"GSE225948, GSE244576, GSE300564",1.422,2.091,0,"Tier3_3datasets"
"TNFRSF1A",3,"GSE223744, GSE225948, GSE234052",1.415,1.66,0,"Tier3_3datasets"
"RHOJ",3,"GSE223744, GSE225948, GSE233815",1.392,1.988,4.7e-05,"Tier3_3datasets"
"GAPDH",3,"GSE223744, GSE234052, GSE244576",1.353,1.705,0,"Tier3_3datasets"
"FLNA",3,"GSE223744, GSE233815, GSE234052",1.352,1.796,0,"Tier3_3datasets"
"XBP1",3,"GSE223744, GSE225948, GSE234052",1.283,1.413,0,"Tier3_3datasets"
"PKM",3,"GSE225948, GSE234052, GSE244576",1.263,1.68,0,"Tier3_3datasets"
"RHOC",3,"GSE223744, GSE225948, GSE234052",1.23,1.744,0,"Tier3_3datasets"
"LMNA",3,"GSE223744, GSE225948, GSE234052",1.176,1.219,0,"Tier3_3datasets"
"EHD4",3,"GSE223744, GSE233815, GSE234052",1.129,1.328,0,"Tier3_3datasets"
"RPL6",3,"GSE225948, GSE244576, GSE300564",1.075,1.492,0,"Tier3_3datasets"
"AA467197",2,"GSE223744, GSE234052",14.048,27.499,0,"Tier4_2datasets"
"ACKR1",2,"GSE223744, GSE9391",7.966,8.245,0,"Tier4_2datasets"
"ADAMTS4",2,"GSE223744, GSE234052",7.348,8,0,"Tier4_2datasets"
"SELE",2,"GSE223744, GSE9391",7.19,7.587,0,"Tier4_2datasets"
"PIM1",2,"GSE234052, GSE9391",6.824,10.437,0.000171,"Tier4_2datasets"
"CDSN",2,"GSE56267, GSE9391",6.717,9.747,0.043966,"Tier4_2datasets"
"ELAVL4",2,"GSE223744, GSE9391",6.363,9.51,0.007468,"Tier4_2datasets"
"HIF1A",2,"GSE223744, GSE9391",5.804,10.51,0,"Tier4_2datasets"
"SERPINA3N",2,"GSE223744, GSE244576",5.693,6.569,0,"Tier4_2datasets"
"HDC",2,"GSE223744, GSE9391",5.583,9.228,0.007169,"Tier4_2datasets"
"UPP1",2,"GSE223744, GSE234052",5.41,6.235,0,"Tier4_2datasets"
"PMP22",2,"GSE223744, GSE9391",5.341,9.323,0,"Tier4_2datasets"
"ATP8B1",2,"GSE223744, GSE279666",5.303,6.771,0,"Tier4_2datasets"
"ROBO2",2,"GSE223744, GSE9391",5.099,7.757,0.000415,"Tier4_2datasets"
"GRIN2B",2,"GSE223744, GSE9391",5.009,8.166,0.023114,"Tier4_2datasets"
"CHST1",2,"GSE223744, GSE234052",4.783,5.13,1e-06,"Tier4_2datasets"
"CD14",2,"GSE223744, GSE234052",4.384,5.784,0,"Tier4_2datasets"
"SYNPO",2,"GSE223744, GSE234052",4.138,5.181,0,"Tier4_2datasets"
"IGFBP3",2,"GSE223744, GSE244576",4.075,5.114,0,"Tier4_2datasets"
"FKBP5",2,"GSE223744, GSE300442",3.974,5.596,0,"Tier4_2datasets"
"LGALS3",2,"GSE234052, GSE244576",3.95,4.807,0.000654,"Tier4_2datasets"
"IGFBP4",2,"GSE223744, GSE244576",3.867,4.438,0,"Tier4_2datasets"
"ANGPT2",2,"GSE223744, GSE234052",3.846,4.207,0,"Tier4_2datasets"
"TRP53I11",2,"GSE223744, GSE234052",3.61,5.388,0.003753,"Tier4_2datasets"
"EDNRB",2,"GSE223744, GSE244576",3.536,4.584,0,"Tier4_2datasets"
"MAP3K6",2,"GSE223744, GSE300442",3.513,5.244,0,"Tier4_2datasets"
"IL1B",2,"GSE234052, GSE56267",3.355,4.032,0.024345,"Tier4_2datasets"
"ZBTB16",2,"GSE223744, GSE300442",3.338,4.496,0,"Tier4_2datasets"
"CD44",2,"GSE233815, GSE234052",3.184,4,0,"Tier4_2datasets"
"SAG",2,"GSE223744, GSE56267",2.93,4.034,0.015688,"Tier4_2datasets"
"FOS",2,"GSE225948, GSE244576",2.895,4.086,0,"Tier4_2datasets"
"AI506816",2,"GSE223744, GSE234052",2.878,3.167,0,"Tier4_2datasets"
"PLAUR",2,"GSE223744, GSE234052",2.798,4.344,0,"Tier4_2datasets"
"LARS2",2,"GSE234052, GSE244576",2.746,4.141,0,"Tier4_2datasets"
"LRRC32",2,"GSE223744, GSE234052",2.724,3.466,2e-06,"Tier4_2datasets"
"CCN2",2,"GSE244576, GSE300442",2.696,3.414,0,"Tier4_2datasets"
"IL4RA",2,"GSE223744, GSE234052",2.613,2.675,0,"Tier4_2datasets"
"ADM",2,"GSE234052, GSE56267",2.548,3.611,0,"Tier4_2datasets"
"AKAP12",2,"GSE223744, GSE234052",2.542,3.311,0,"Tier4_2datasets"
"S100A10",2,"GSE225948, GSE244576",2.489,3.573,1e-05,"Tier4_2datasets"
"GM26917",2,"GSE234052, GSE279666",2.464,3.755,0,"Tier4_2datasets"
"FAM107A",2,"GSE223744, GSE300442",2.405,2.603,0,"Tier4_2datasets"
"GPRC5A",2,"GSE223744, GSE56267",2.403,3.721,0.011225,"Tier4_2datasets"
"PTPRE",2,"GSE223744, GSE234052",2.391,3.042,0,"Tier4_2datasets"
"RAI14",2,"GSE223744, GSE279666",2.391,2.478,0,"Tier4_2datasets"
"KDM6B",2,"GSE223744, GSE234052",2.353,2.783,3e-06,"Tier4_2datasets"
"RND1",2,"GSE223744, GSE234052",2.334,2.506,0,"Tier4_2datasets"
"BOLA2",2,"GSE225948, GSE244576",2.215,2.925,8.3e-05,"Tier4_2datasets"
"VIM",2,"GSE225948, GSE244576",2.17,2.616,0,"Tier4_2datasets"
"TUBA1C",2,"GSE223744, GSE234052",2.162,3.064,0,"Tier4_2datasets"
"SEC61G",2,"GSE223744, GSE244576",2.158,3.186,0,"Tier4_2datasets"
"MEOX1",2,"GSE223744, GSE234052",2.147,2.744,0,"Tier4_2datasets"
"RPL32",2,"GSE225948, GSE244576",2.141,2.305,0,"Tier4_2datasets"
"RPS18",2,"GSE225948, GSE244576",2.131,2.542,0,"Tier4_2datasets"
"PDE4B",2,"GSE223744, GSE234052",2.116,2.424,3.7e-05,"Tier4_2datasets"
"APOLD1",2,"GSE223744, GSE234052",2.035,2.902,0,"Tier4_2datasets"
"MALL",2,"GSE223744, GSE234052",2.019,2.347,0,"Tier4_2datasets"
"TMEM176A",2,"GSE223744, GSE225948",1.996,2.239,0,"Tier4_2datasets"
"FTL1",2,"GSE234052, GSE244576",1.974,2.228,0,"Tier4_2datasets"
"TGM2",2,"GSE223744, GSE233815",1.95,2.471,0,"Tier4_2datasets"
"RDH10",2,"GSE223744, GSE234052",1.93,2.854,0.000755,"Tier4_2datasets"
"HILPDA",2,"GSE223744, GSE234052",1.929,2.305,0,"Tier4_2datasets"
"RPS27L",2,"GSE225948, GSE244576",1.919,2.105,0,"Tier4_2datasets"
"RPL23A",2,"GSE225948, GSE244576",1.896,2.001,0,"Tier4_2datasets"
"RPL27",2,"GSE225948, GSE244576",1.867,2.149,0,"Tier4_2datasets"
"CRLF2",2,"GSE223744, GSE234052",1.861,2.551,0,"Tier4_2datasets"
"JUNB",2,"GSE225948, GSE234052",1.859,3.094,3e-06,"Tier4_2datasets"
"UCP2",2,"GSE223744, GSE244576",1.855,2.047,0,"Tier4_2datasets"
"RPS12",2,"GSE225948, GSE244576",1.854,2.444,0,"Tier4_2datasets"
"GMPR",2,"GSE223744, GSE234052",1.844,1.898,0,"Tier4_2datasets"
"ABI3",2,"GSE223744, GSE234052",1.836,2.046,0,"Tier4_2datasets"
"JUN",2,"GSE225948, GSE234052",1.83,2.116,0,"Tier4_2datasets"
"RPL9",2,"GSE225948, GSE244576",1.825,1.982,0,"Tier4_2datasets"
"IGFBP7",2,"GSE223744, GSE225948",1.813,2.276,0,"Tier4_2datasets"
"TMCC3",2,"GSE223744, GSE234052",1.807,2.352,0.001744,"Tier4_2datasets"
"SBNO2",2,"GSE223744, GSE234052",1.806,2.102,0,"Tier4_2datasets"
"RPS27A",2,"GSE225948, GSE244576",1.799,2.231,0,"Tier4_2datasets"
"ERRFI1",2,"GSE223744, GSE234052",1.787,2.115,0.001549,"Tier4_2datasets"
"PPA1",2,"GSE223744, GSE234052",1.774,1.908,0,"Tier4_2datasets"
"RPL7A",2,"GSE225948, GSE244576",1.757,1.862,0,"Tier4_2datasets"
"OSGIN1",2,"GSE223744, GSE56267",1.746,1.947,0.002343,"Tier4_2datasets"
"NUS1",2,"GSE223744, GSE234052",1.736,2.165,0,"Tier4_2datasets"
"RPL10A",2,"GSE225948, GSE244576",1.724,1.768,0,"Tier4_2datasets"
"GM5905",2,"GSE223744, GSE225948",1.714,2.01,8e-06,"Tier4_2datasets"
"RPS7",2,"GSE225948, GSE244576",1.712,1.804,0,"Tier4_2datasets"
"UBTD1",2,"GSE223744, GSE234052",1.707,2.047,0,"Tier4_2datasets"
"NID1",2,"GSE223744, GSE234052",1.703,1.939,0,"Tier4_2datasets"
"GM10275",2,"GSE223744, GSE225948",1.682,2.196,0,"Tier4_2datasets"
"CCND1",2,"GSE223744, GSE234052",1.679,1.73,0,"Tier4_2datasets"
"SRM",2,"GSE223744, GSE234052",1.678,2.163,0,"Tier4_2datasets"
"FAM43A",2,"GSE223744, GSE234052",1.677,2.222,0,"Tier4_2datasets"
"AY036118",2,"GSE234052, GSE244576",1.663,2.158,0,"Tier4_2datasets"
"SEMA6D",2,"GSE223744, GSE234052",1.659,1.833,0,"Tier4_2datasets"
"RPS17",2,"GSE225948, GSE244576",1.656,1.707,0,"Tier4_2datasets"
"RPL41",2,"GSE225948, GSE244576",1.653,2.013,0,"Tier4_2datasets"
"RPS13",2,"GSE225948, GSE244576",1.652,1.832,0,"Tier4_2datasets"
"RPS19",2,"GSE225948, GSE244576",1.652,1.984,0,"Tier4_2datasets"
"ATP5E",2,"GSE225948, GSE244576",1.646,1.671,0,"Tier4_2datasets"
"RPS25",2,"GSE225948, GSE244576",1.646,2.035,0,"Tier4_2datasets"
"RPL36",2,"GSE225948, GSE244576",1.644,2.106,0,"Tier4_2datasets"
"RPS6",2,"GSE225948, GSE244576",1.638,2.015,0,"Tier4_2datasets"
"CDC42EP3",2,"GSE223744, GSE234052",1.632,2.02,0,"Tier4_2datasets"
"RPS23",2,"GSE225948, GSE244576",1.628,1.756,0,"Tier4_2datasets"
"RPS15A",2,"GSE225948, GSE244576",1.624,1.984,0,"Tier4_2datasets"
"BCR",2,"GSE223744, GSE234052",1.623,1.873,0,"Tier4_2datasets"
"GIMAP5",2,"GSE223744, GSE234052",1.623,2.24,0,"Tier4_2datasets"
"CAPG",2,"GSE223744, GSE234052",1.622,1.76,0,"Tier4_2datasets"
"PRDX6",2,"GSE225948, GSE244576",1.614,2.003,0.008009,"Tier4_2datasets"
"RPS11",2,"GSE225948, GSE244576",1.613,1.647,0,"Tier4_2datasets"
"IER2",2,"GSE225948, GSE234052",1.607,2.156,0.00611,"Tier4_2datasets"
"RPL17",2,"GSE225948, GSE244576",1.606,1.661,0,"Tier4_2datasets"
"ADCY4",2,"GSE223744, GSE233815",1.605,2.095,0,"Tier4_2datasets"
"RPS5",2,"GSE225948, GSE244576",1.595,1.637,0,"Tier4_2datasets"
"APOE",2,"GSE225948, GSE310324",1.585,1.937,0,"Tier4_2datasets"
"ARID5A",2,"GSE223744, GSE234052",1.584,1.837,1.9e-05,"Tier4_2datasets"
"EIF4EBP1",2,"GSE223744, GSE234052",1.574,1.964,0,"Tier4_2datasets"
"RPL19",2,"GSE225948, GSE244576",1.567,1.714,0,"Tier4_2datasets"
"RPLP1",2,"GSE225948, GSE244576",1.557,1.787,0,"Tier4_2datasets"
"RPS16",2,"GSE225948, GSE244576",1.538,1.812,0,"Tier4_2datasets"
"VSIG2",2,"GSE223744, GSE234052",1.537,1.618,0,"Tier4_2datasets"
"KCTD17",2,"GSE223744, GSE234052",1.526,1.553,0,"Tier4_2datasets"
"NME2",2,"GSE234052, GSE244576",1.523,1.884,0,"Tier4_2datasets"
"TXN1",2,"GSE225948, GSE244576",1.518,1.812,0,"Tier4_2datasets"
"TMSB4X",2,"GSE225948, GSE244576",1.505,1.525,0,"Tier4_2datasets"
"SGK1",2,"GSE223744, GSE244576",1.492,1.91,2.7e-05,"Tier4_2datasets"
"RPL29",2,"GSE225948, GSE244576",1.49,1.843,0,"Tier4_2datasets"
"PLAT",2,"GSE223744, GSE300442",1.486,1.658,0,"Tier4_2datasets"
"PVR",2,"GSE223744, GSE234052",1.486,1.947,0,"Tier4_2datasets"
"RPL31",2,"GSE225948, GSE244576",1.485,1.888,0,"Tier4_2datasets"
"MRTO4",2,"GSE223744, GSE234052",1.478,1.567,0,"Tier4_2datasets"
"CDC42EP2",2,"GSE223744, GSE234052",1.464,1.565,3.3e-05,"Tier4_2datasets"
"ARPC1B",2,"GSE223744, GSE234052",1.451,1.562,0,"Tier4_2datasets"
"GIMAP6",2,"GSE223744, GSE234052",1.445,1.449,0,"Tier4_2datasets"
"RPL14",2,"GSE225948, GSE244576",1.445,1.847,0,"Tier4_2datasets"
"SAT1",2,"GSE223744, GSE234052",1.433,1.738,0,"Tier4_2datasets"
"RPL11",2,"GSE225948, GSE244576",1.432,1.515,0,"Tier4_2datasets"
"RELL1",2,"GSE223744, GSE234052",1.428,1.563,0,"Tier4_2datasets"
"RPS9",2,"GSE225948, GSE244576",1.42,1.555,0,"Tier4_2datasets"
"FXYD5",2,"GSE223744, GSE234052",1.417,2.047,0,"Tier4_2datasets"
"FAS",2,"GSE223744, GSE300442",1.411,1.548,0,"Tier4_2datasets"
"MAL",2,"GSE223744, GSE300442",1.41,1.793,0,"Tier4_2datasets"
"RPL4",2,"GSE225948, GSE244576",1.408,1.782,0,"Tier4_2datasets"
"HBEGF",2,"GSE223744, GSE234052",1.395,1.5,1e-06,"Tier4_2datasets"
"PRDX1",2,"GSE225948, GSE244576",1.394,1.439,0,"Tier4_2datasets"
"SHROOM2",2,"GSE223744, GSE300442",1.392,1.669,0,"Tier4_2datasets"
"RALB",2,"GSE223744, GSE225948",1.391,1.619,0,"Tier4_2datasets"
"PIM3",2,"GSE223744, GSE225948",1.387,1.742,0,"Tier4_2datasets"
"RPS26",2,"GSE225948, GSE244576",1.381,1.517,0,"Tier4_2datasets"
"SEM1",2,"GSE225948, GSE244576",1.38,1.721,0,"Tier4_2datasets"
"RPS27",2,"GSE225948, GSE244576",1.377,1.653,0,"Tier4_2datasets"
"IFRD1",2,"GSE223744, GSE234052",1.375,1.715,0,"Tier4_2datasets"
"SERPINH1",2,"GSE223744, GSE225948",1.374,1.458,0,"Tier4_2datasets"
"TRP53INP1",2,"GSE223744, GSE300442",1.374,1.389,0,"Tier4_2datasets"
"MRPL52",2,"GSE223744, GSE225948",1.368,1.41,0,"Tier4_2datasets"
"SULT1A1",2,"GSE223744, GSE300442",1.365,1.528,0,"Tier4_2datasets"
"DDX39",2,"GSE223744, GSE225948",1.362,1.482,0,"Tier4_2datasets"
"RPL38",2,"GSE244576, GSE300564",1.356,2.184,0,"Tier4_2datasets"
"ADGRL3",2,"GSE223744, GSE300442",1.326,1.426,0,"Tier4_2datasets"
"RPS3",2,"GSE225948, GSE244576",1.325,1.387,0,"Tier4_2datasets"
"RPS29",2,"GSE244576, GSE300564",1.323,2.012,0,"Tier4_2datasets"
"RPL28",2,"GSE225948, GSE244576",1.322,1.35,0,"Tier4_2datasets"
"RPL18",2,"GSE225948, GSE244576",1.312,1.318,0,"Tier4_2datasets"
"SDCBP",2,"GSE223744, GSE225948",1.311,1.337,0,"Tier4_2datasets"
"FBL",2,"GSE223744, GSE234052",1.303,1.337,0,"Tier4_2datasets"
"ACTG1",2,"GSE223744, GSE234052",1.299,1.299,1e-06,"Tier4_2datasets"
"MYBBP1A",2,"GSE223744, GSE234052",1.298,1.388,1e-06,"Tier4_2datasets"
"RPS20",2,"GSE225948, GSE244576",1.277,1.381,0,"Tier4_2datasets"
"MANF",2,"GSE223744, GSE225948",1.272,1.363,0,"Tier4_2datasets"
"CLIC1",2,"GSE223744, GSE234052",1.269,1.394,0,"Tier4_2datasets"
"CD9",2,"GSE223744, GSE244576",1.263,1.52,1e-06,"Tier4_2datasets"
"PGLYRP1",2,"GSE223744, GSE300442",1.258,1.282,0,"Tier4_2datasets"
"RPL36AL",2,"GSE234052, GSE244576",1.258,1.481,0.000116,"Tier4_2datasets"
"EIF4A1",2,"GSE223744, GSE225948",1.253,1.254,0,"Tier4_2datasets"
"DUSP1",2,"GSE225948, GSE234052",1.249,1.369,4e-06,"Tier4_2datasets"
"RPL15",2,"GSE225948, GSE244576",1.248,1.383,0,"Tier4_2datasets"
"SLC2A1",2,"GSE223744, GSE300442",1.243,1.399,0,"Tier4_2datasets"
"EEF1G",2,"GSE225948, GSE234052",1.242,1.401,0,"Tier4_2datasets"
"RPL13",2,"GSE225948, GSE244576",1.235,1.349,0,"Tier4_2datasets"
"RPL26",2,"GSE225948, GSE244576",1.226,1.397,0,"Tier4_2datasets"
"RPL8",2,"GSE225948, GSE244576",1.226,1.392,0,"Tier4_2datasets"
"HSPA5",2,"GSE223744, GSE225948",1.219,1.248,0,"Tier4_2datasets"
"LY6A",2,"GSE223744, GSE225948",1.217,1.264,0,"Tier4_2datasets"
"DDX21",2,"GSE223744, GSE234052",1.211,1.222,0,"Tier4_2datasets"
"MAPK6",2,"GSE223744, GSE234052",1.21,1.274,4.3e-05,"Tier4_2datasets"
"TRIB1",2,"GSE223744, GSE234052",1.206,1.218,1.4e-05,"Tier4_2datasets"
"HSD17B12",2,"GSE223744, GSE234052",1.202,1.261,0,"Tier4_2datasets"
"MYRIP",2,"GSE223744, GSE300442",1.198,1.283,0,"Tier4_2datasets"
"H13",2,"GSE223744, GSE225948",1.193,1.309,1e-06,"Tier4_2datasets"
"HSD3B7",2,"GSE223744, GSE234052",1.192,1.374,0,"Tier4_2datasets"
"GNL3",2,"GSE223744, GSE234052",1.187,1.195,8e-05,"Tier4_2datasets"
"ETF1",2,"GSE223744, GSE225948",1.185,1.197,0,"Tier4_2datasets"
"GALNT1",2,"GSE223744, GSE234052",1.185,1.293,0,"Tier4_2datasets"
"GCNT2",2,"GSE223744, GSE234052",1.185,1.338,0.000834,"Tier4_2datasets"
"QSOX1",2,"GSE223744, GSE300442",1.183,1.318,0,"Tier4_2datasets"
"PER1",2,"GSE223744, GSE300442",1.182,1.218,0,"Tier4_2datasets"
"LSM4",2,"GSE223744, GSE225948",1.175,1.208,0,"Tier4_2datasets"
"TM4SF1",2,"GSE225948, GSE244576",1.172,1.223,0,"Tier4_2datasets"
"JPT1",2,"GSE223744, GSE234052",1.164,1.196,0,"Tier4_2datasets"
"LDHA",2,"GSE225948, GSE234052",1.164,1.312,0,"Tier4_2datasets"
"RPL7",2,"GSE225948, GSE244576",1.162,1.206,0,"Tier4_2datasets"
"PKIG",2,"GSE223744, GSE225948",1.147,1.148,0,"Tier4_2datasets"
"PLIN2",2,"GSE223744, GSE234052",1.123,1.142,8e-06,"Tier4_2datasets"
"ITM2C",2,"GSE223744, GSE225948",1.103,1.132,3.3e-05,"Tier4_2datasets"
"TUBA1A",2,"GSE225948, GSE234052",1.097,1.146,0,"Tier4_2datasets"
"ENTPD1",2,"GSE223744, GSE225948",1.083,1.101,9.8e-05,"Tier4_2datasets"
"ARPC3",2,"GSE223744, GSE234052",1.079,1.099,0,"Tier4_2datasets"
"CCDC85A",2,"GSE223744, GSE300442",1.073,1.104,0,"Tier4_2datasets"
"HSPG2",2,"GSE223744, GSE234052",1.064,1.095,4e-06,"Tier4_2datasets"
"MYH9",2,"GSE223744, GSE234052",1.059,1.108,0,"Tier4_2datasets"
"CAVIN3",2,"GSE223744, GSE225948",1.051,1.051,0,"Tier4_2datasets"
"ATF4",2,"GSE223744, GSE234052",1.048,1.058,0,"Tier4_2datasets"
"IMPDH2",2,"GSE223744, GSE234052",1.04,1.051,1e-06,"Tier4_2datasets"
"COX7A2",2,"GSE225948, GSE300564",0.86,1.142,0,"Tier4_2datasets"
"CUX1",1,"GSE9391",12.835,12.835,0.17438,"Tier5_1dataset"
"CD33",1,"GSE9391",12.035,12.035,0.17438,"Tier5_1dataset"
"SCG5",1,"GSE9391",11.083,11.083,0.17438,"Tier5_1dataset"
"COPS5",1,"GSE9391",11.043,11.043,0.17438,"Tier5_1dataset"
"MAOA",1,"GSE9391",10.929,10.929,0.17438,"Tier5_1dataset"
"HOXA5",1,"GSE9391",10.763,10.763,0.17438,"Tier5_1dataset"
"TADA3",1,"GSE9391",10.754,10.754,0.17438,"Tier5_1dataset"
"DLG4",1,"GSE9391",10.651,10.651,0.189111,"Tier5_1dataset"
"GAD1",1,"GSE9391",10.603,10.603,0.17438,"Tier5_1dataset"
