gene_norm,n_dataset_tp,n_datasets,datasets,cell_types,timepoints,max_log2FC,min_padj
Slc39a11,1,1,GSE223744,Endothelial,1d,0.9260325821147652,9.102047177605163e-05
Cdca7,1,1,GSE223744,Endothelial,1d,0.9237987266442472,6.459313073813313e-05
Fzd4,1,1,GSE223744,Endothelial,1d,0.9230137887755472,1.765226897045077e-05
Nol12,1,1,GSE223744,Endothelial,1d,0.9229810022514588,3.544588059625931e-05
Zhx3,1,1,GSE223744,Endothelial,1d,0.9216091002896812,0.0013830776446737
Trip6,1,1,GSE223744,Endothelial,1d,0.921295124576398,0.0002431373268312
Rps15a,1,1,GSE225948,Endothelial,Day2,0.9210981911791738,0.0166439646278839
Myo19,1,1,GSE223744,Endothelial,1d,0.92104663931492,0.0014814470281857
Gm42418,1,1,GSE234052,Endothelial|Pericyte|SMC,24h,0.9203571,6.580743975243066e-38
Usp27x,1,1,GSE223744,Endothelial,1d,0.9175911231408268,0.0278376145455774
Uqcrq,1,1,GSE225948,Endothelial,Day2,0.9174063214496389,0.016568320324564
Mfsd10,1,1,GSE223744,Endothelial,1d,0.9161146278888508,6.369927593191743e-09
Baz1a,1,1,GSE223744,Endothelial,1d,0.9159421006742204,0.0001127461258062
Srxn1,1,1,GSE223744,Endothelial,1d,0.915773648428246,0.0061689094289402
Gimap8,1,1,GSE223744,Endothelial,1d,0.9123858944693058,1.658860896084476e-05
Ipo5,1,1,GSE223744,Endothelial,1d,0.9123230246883988,2.679039274289602e-05
Spry1,1,1,GSE223744,Endothelial,1d,0.9101398887106916,0.0054214599484451
Ptprk,1,1,GSE223744,Endothelial,1d,0.9094342704957766,8.011578293413747e-05
Rrp9,1,1,GSE223744,Endothelial,1d,0.9078286849746704,0.0004103071843464
Ahcy,1,1,GSE223744,Endothelial,1d,0.9076668859068034,0.0006000285472191
Tbc1d4,1,1,GSE223744,Endothelial,1d,0.9051113599758912,1.844297386274656e-05
Minos1,1,1,GSE225948,Endothelial,Day2,0.903605903472376,0.0109574883624667
Park7,1,1,GSE225948,Endothelial,Day2,0.903509999042834,0.0367633803872037
Stx12,1,1,GSE223744,Endothelial,1d,0.8994276260176747,0.0003320322890313
Gm2000,1,1,GSE234052,Endothelial,24h,0.8983335,0.0073801252286104
Serinc3,1,1,GSE223744,Endothelial,1d,0.8978935943342036,0.0001342145219436
Optn,1,1,GSE223744,Endothelial,1d,0.8977156828667084,0.0034835501782477
Fn1,1,1,GSE223744,Endothelial,1d,0.8966178820492006,4.579261060120014e-05
Galnt18,1,1,GSE223744,Endothelial,1d,0.8965986112687444,0.0026470585362296
Timm13,1,1,GSE225948,Endothelial,Day2,0.8965660157031302,0.0359073103611258
Aacs,1,1,GSE223744,Endothelial,1d,0.893002684721512,0.0077925939072764
Smarca4,1,1,GSE234052,Endothelial,24h,0.8929817,0.0007835070687765
Trak2,1,1,GSE223744,Endothelial,1d,0.892642905247118,0.0004046279598877
Ndufb2,1,1,GSE225948,Endothelial,Day2,0.8923441873412672,0.0476517521968971
Pole4,1,1,GSE223744,Endothelial,1d,0.8917837342250277,1.054453101388726e-05
Gda,1,1,GSE223744,Endothelial,1d,0.891042236768344,0.005045901082837
Fau,1,1,GSE234052,SMC,24h,0.89097345,5.091185835286893e-05
Hsd17b7,1,1,GSE223744,Endothelial,1d,0.8898062097332688,0.0022740540915892
Ssr3,1,1,GSE223744,Endothelial,1d,0.8895010350673035,0.0001318837296208
Ly6c2,1,1,GSE223744,Endothelial,1d,0.8894217712748349,0.0035499589917455
Il18bp,1,1,GSE223744,Endothelial,1d,0.8893184393326438,0.0001159255179101
Ninj1,1,1,GSE234052,Endothelial,24h,0.8892257,0.0489945792112423
Arhgap26,1,1,GSE223744,Endothelial,1d,0.8886918406513022,4.719153428862806e-06
Acat2,1,1,GSE223744,Endothelial,1d,0.8874733197732169,0.0008694487378063
Hdx,1,1,GSE223744,Endothelial,1d,0.8869345017684445,0.001436066029965
Arpc2,1,1,GSE223744,Endothelial,1d,0.8851305258943114,9.621345143708837e-07
Pde12,1,1,GSE223744,Endothelial,1d,0.8850345219479153,0.0005476590718849
Dbi,1,1,GSE225948,Endothelial,Day2,0.8836037959221562,0.0124938706736907
Cars,1,1,GSE223744,Endothelial,1d,0.8834612564074859,2.011388597546848e-06
Cdr2,1,1,GSE223744,Endothelial,1d,0.8833586317719128,0.0194140913486299
Uap1,1,1,GSE223744,Endothelial,1d,0.8828671444200714,0.0007208366478085
Bin1,1,1,GSE223744,Endothelial,1d,0.8818991559442335,0.0318655418740989
Paqr5,1,1,GSE223744,Endothelial,1d,0.8808236373252268,5.0188464293814555e-14
Fam219a,1,1,GSE223744,Endothelial,1d,0.8800533159899618,0.002399628447449
Polr1a,1,1,GSE223744,Endothelial,1d,0.8799873556958137,0.0015229438527397
Adpgk,1,1,GSE223744,Endothelial,1d,0.8788090899805372,3.314681042501632e-06
Kcnq1ot1,1,1,GSE223744,Endothelial,1d,0.8785379461804843,0.0043209883414849
Synm,1,1,GSE223744,Endothelial,1d,0.8784389970163571,0.0063387335755784
Lmnb2,1,1,GSE223744,Endothelial,1d,0.8780625580596374,1.1166364360096813e-07
Ppan,1,1,GSE223744,Endothelial,1d,0.8779902048998194,0.0023124976335318
Mdn1,1,1,GSE223744,Endothelial,1d,0.877535535880033,0.0001140858375409
Nfkbiz,1,1,GSE223744,Endothelial,1d,0.877419735930024,0.0189172044492251
Ankrd28,1,1,GSE223744,Endothelial,1d,0.8765123804661689,0.0005108345523879
Pttg1ip,1,1,GSE223744,Endothelial,1d,0.8759299788032899,0.0004696596433479
Rangrf,1,1,GSE223744,Endothelial,1d,0.8756506308432652,0.0006031804162296
Skap2,1,1,GSE223744,Endothelial,1d,0.8749848642313511,1.8114183876217085e-05
Eif4g1,1,1,GSE223744,Endothelial,1d,0.8744622348163528,1.526902579794101e-05
Ahnak,1,1,GSE223744,Endothelial,1d,0.873043213788308,6.942826407253313e-05
Alg3,1,1,GSE223744,Endothelial,1d,0.8724523686797041,0.0008380887995591
Rpl39-ps,1,1,GSE223744,Endothelial,1d,0.8721533555785034,2.6309967432228925e-06
Atic,1,1,GSE223744,Endothelial,1d,0.8720850937688052,0.0031469349902161
Psma2,1,1,GSE225948,Endothelial,Day2,0.8720709874298134,0.0099533114411186
Htt,1,1,GSE223744,Endothelial,1d,0.8720677314388677,4.024036902159678e-05
Eif2ak4,1,1,GSE223744,Endothelial,1d,0.8711661614681062,0.0001433926802366
Mtcl1,1,1,GSE223744,Endothelial,1d,0.8708660105597636,0.0131943935522483
Tacc1,1,1,GSE223744,Endothelial,1d,0.8703696690451215,0.0001164449264888
Hint1,1,1,GSE225948,Endothelial,Day2,0.8698175669594255,0.0142813188707528
Tbrg4,1,1,GSE223744,Endothelial,1d,0.8697513734034988,0.0036740337951217
D1ertd622e,1,1,GSE223744,Endothelial,1d,0.8692811467060698,4.911096094848824e-05
Mtf1,1,1,GSE223744,Endothelial,1d,0.8680688765678972,0.0013901250996771
Ac160637.1,1,1,GSE223744,Endothelial,1d,0.865050869324562,0.0006465192181877
Atf6,1,1,GSE223744,Endothelial,1d,0.8640365906130035,6.264207070076795e-05
Ube2f,1,1,GSE223744,Endothelial,1d,0.8640240424920458,2.633293541072416e-12
Rftn1,1,1,GSE223744,Endothelial,1d,0.8628953359216979,0.0004328293042048
Il6ra,1,1,GSE223744,Endothelial,1d,0.8622369388246598,1.5107240431627016e-09
Capn5,1,1,GSE223744,Endothelial,1d,0.861749772661517,0.0220828790335854
Arl4a,1,1,GSE234052,Endothelial,1h,0.861619,5.564739108201208e-05
Eif3k,1,1,GSE225948,Endothelial,Day2,0.8608208635891996,0.0478051864296969
Ndufa11,1,1,GSE225948,Endothelial,Day2,0.8587175972190514,0.0409949659285385
Inpp5d,1,1,GSE223744,Endothelial,1d,0.8564133257794324,0.0070585374252875
Vps37c,1,1,GSE223744,Endothelial,1d,0.8561778643678062,0.0026035504705604
Ppib,1,1,GSE225948,Endothelial,Day2,0.8556672643860749,0.0349621172797572
Plscr3,1,1,GSE223744,Endothelial,1d,0.8547025347364586,0.0001245055813702
Plcd1,1,1,GSE223744,Endothelial,1d,0.8546159709105972,0.0018397919197913
Sgpl1,1,1,GSE223744,Endothelial,1d,0.8544515558523348,0.0062007757751416
Zbed4,1,1,GSE223744,Endothelial,1d,0.8518220249157906,0.0067679252930757
Mapk12,1,1,GSE223744,Endothelial,1d,0.8515383567093644,4.833557497992911e-09
Csrp1,1,1,GSE223744,Endothelial,1d,0.8499300380129251,8.76342846417668e-06
Erlin1,1,1,GSE223744,Endothelial,1d,0.8493306026162478,0.0001653149039873
Dcbld2,1,1,GSE223744,Endothelial,1d,0.8492610360306057,0.0267710438455334
Apod,1,1,GSE223744,Endothelial,1d,0.8484485329869003,2.237539658426408e-08
Ywhaz,1,1,GSE223744,Endothelial,1d,0.84559526704126,2.45360907662424e-07
Elk3,1,1,GSE223744,Endothelial,1d,0.8455240181275755,3.2916724275756108e-06
Wbp1l,1,1,GSE223744,Endothelial,1d,0.8450008859953747,0.0023910075387697
Fbxl5,1,1,GSE223744,Endothelial,1d,0.8449887901210459,1.6707610353542226e-10
Cenpt,1,1,GSE223744,Endothelial,1d,0.8446305428747649,0.0012442906895235
Ipmk,1,1,GSE223744,Endothelial,1d,0.8431545299101988,0.0386858186125697
Memo1,1,1,GSE223744,Endothelial,1d,0.8418130796383666,1.0527953571999062e-06
Wdr55,1,1,GSE223744,Endothelial,1d,0.8409436634962556,0.0020459743299666
Fdx1l,1,1,GSE223744,Endothelial,1d,0.8398578299081375,0.0015719954618859
Bex3,1,1,GSE223744,Endothelial,1d,0.8394294933483092,0.0002205372970846
Nop14,1,1,GSE223744,Endothelial,1d,0.8386372728431891,1.4703586875227295e-05
Gar1,1,1,GSE223744,Endothelial,1d,0.838625191684991,0.0013307866391825
Cast,1,1,GSE223744,Endothelial,1d,0.8346043365349057,2.748824338218216e-05
Flnb,1,1,GSE223744,Endothelial,1d,0.8345489174081506,0.0001175517880833
Rwdd4a,1,1,GSE223744,Endothelial,1d,0.833171652861655,5.639200894416609e-05
Atp5j2,1,1,GSE225948,Endothelial,Day2,0.8319876105943985,0.0291828982180573
Cd46,1,1,GSE223744,Endothelial,1d,0.8318735953356523,0.0064351724034276
Psmd11,1,1,GSE223744,Endothelial,1d,0.8316188272655208,1.594414764778155e-06
Mxd1,1,1,GSE223744,Endothelial,1d,0.8314301247676013,0.0186806316001882
Xiap,1,1,GSE223744,Endothelial,1d,0.8304461798450717,0.0004480434070257
Umps,1,1,GSE223744,Endothelial,1d,0.8297808739287086,0.0113345974491827
Mafg,1,1,GSE223744,Endothelial,1d,0.8294738572495528,0.0002281444100074
Pum3,1,1,GSE223744,Endothelial,1d,0.8291433999871297,0.0010678836113656
Ppp2r5b,1,1,GSE223744,Endothelial,1d,0.8281318638843794,0.0002046044096924
Snhg17,1,1,GSE223744,Endothelial,1d,0.8279487000172411,0.0004791271138467
Skil,1,1,GSE223744,Endothelial,1d,0.8279200392176328,0.0032354853993916
Pdcd6ip,1,1,GSE223744,Endothelial,1d,0.8274028570108781,5.227430389206248e-05
Cox6b1,1,1,GSE225948,Endothelial,Day2,0.827216837064985,0.022902157207118
Hdhd3,1,1,GSE223744,Endothelial,1d,0.8271321374172652,0.0186084812984631
Ggct,1,1,GSE223744,Endothelial,1d,0.8236499492182582,0.0075945769903593
Hmgcr,1,1,GSE223744,Endothelial,1d,0.8225627003175865,0.0003218442171774
Dusp23,1,1,GSE223744,Endothelial,1d,0.8207379701306186,0.0013267414634009
Gtpbp6,1,1,GSE223744,Endothelial,1d,0.8207208080818675,4.6433997412074415e-05
B3galt6,1,1,GSE223744,Endothelial,1d,0.8165478891334326,0.0007970114707832
Ahi1,1,1,GSE223744,Endothelial,1d,0.8165020319542676,0.005252516663506
Bop1,1,1,GSE223744,Endothelial,1d,0.8162052111782678,0.0002968113958764
Slc35e4,1,1,GSE223744,Endothelial,1d,0.81504815891781,9.554073531686126e-05
Riok3,1,1,GSE223744,Endothelial,1d,0.8143522629439651,0.0013031671783864
Rpf2,1,1,GSE223744,Endothelial,1d,0.8141034190801743,0.0003353605517375
Uck2,1,1,GSE223744,Endothelial,1d,0.8137345745833358,0.0069553280091217
Bzw1,1,1,GSE223744,Endothelial,1d,0.8110944026816228,5.900762775154104e-05
Thop1,1,1,GSE223744,Endothelial,1d,0.8110487108455059,0.0003255936459655
Ing2,1,1,GSE223744,Endothelial,1d,0.8108770119049478,0.0462718176920587
Ttc27,1,1,GSE223744,Endothelial,1d,0.8108435674780008,0.0115883932573341
Prpf19,1,1,GSE234052,Endothelial,24h,0.80873895,0.0496039912459515
Mfng,1,1,GSE223744,Endothelial,1d,0.807684549772164,1.564424465256137e-05
Slc12a2,1,1,GSE223744,Endothelial,1d,0.8076621287402703,0.0038787959193154
Hyou1,1,1,GSE223744,Endothelial,1d,0.8059534079146398,0.0058214912888541
Eef1a1,1,1,GSE223744,Endothelial,1d,0.8054977983340132,3.138786233067701e-06
Nasp,1,1,GSE234052,Endothelial,24h,0.80522203,0.0136250092689394
Tmem154,1,1,GSE223744,Endothelial,1d,0.8051664929233321,0.0265313414744438
Acsl4,1,1,GSE223744,Endothelial,1d,0.8045750450730272,0.0012596963444795
Prrt4,1,1,GSE223744,Endothelial,1d,0.8032931729375195,3.581649288143294e-05
Ece2,1,1,GSE223744,Endothelial,1d,0.8032765455655786,0.0014443345419316
Cipc,1,1,GSE223744,Endothelial,1d,0.8025399051062678,0.0095644575509975
Ccdc86,1,1,GSE223744,Endothelial,1d,0.8007651883194815,0.0010383848340191
Snd1,1,1,GSE223744,Endothelial,1d,0.8006816887673134,9.618175812081884e-05
Etv6,1,1,GSE223744,Endothelial,1d,0.7997028393153807,0.0198969484081352
Eif3b,1,1,GSE234052,Endothelial,24h,0.7996307,0.00418138275329
Tatdn1,1,1,GSE223744,Endothelial,1d,0.799574257922542,0.0082053900365938
Kcnk6,1,1,GSE223744,Endothelial,1d,0.7993362098328105,0.004479451919801
P3h1,1,1,GSE223744,Endothelial,1d,0.7980137385804624,0.0003545479173423
Yars,1,1,GSE223744,Endothelial,1d,0.7977896635182156,9.919834574770389e-05
Rps20,1,1,GSE225948,Endothelial,Day2,0.7960804530783584,0.022282489110144
Jazf1,1,1,GSE223744,Endothelial,1d,0.7959456272560891,0.0088263842830606
Rela,1,1,GSE223744,Endothelial,1d,0.7955586466315518,0.0006526159520966
Wsb1,1,1,GSE223744,Endothelial,1d,0.7943774805333237,0.0010635996087503
Asb4,1,1,GSE223744,Endothelial,1d,0.7937314890662561,0.0065134474019818
Nudcd1,1,1,GSE223744,Endothelial,1d,0.7932897793521119,0.0096237088031005
Scpep1,1,1,GSE223744,Endothelial,1d,0.7929875991645849,0.006932160455151
Hipk1,1,1,GSE223744,Endothelial,1d,0.7928209798466361,1.50806640084771e-07
Atp6v0a2,1,1,GSE223744,Endothelial,1d,0.792265005286158,0.0035149508217469
Uqcr11,1,1,GSE225948,Endothelial,Day2,0.7921444394492384,0.0478051864296969
Dph2,1,1,GSE223744,Endothelial,1d,0.7918838633912878,0.0231494938985064
Rgs12,1,1,GSE234052,Endothelial,1h,0.7915544,0.0163991225674482
Idh3a,1,1,GSE223744,Endothelial,1d,0.7910073821415166,2.0937905785528904e-05
Itgav,1,1,GSE223744,Endothelial,1d,0.7894262159564911,0.0316280990299904
Ctu2,1,1,GSE223744,Endothelial,1d,0.789169902136162,0.0004859620960293
Acsl5,1,1,GSE223744,Endothelial,1d,0.7888620796823638,0.0002286836601078
Scamp4,1,1,GSE223744,Endothelial,1d,0.7884335744627908,0.000686230156406
Slc7a6,1,1,GSE223744,Endothelial,1d,0.7870563677335818,0.0044113218158024
Sh3bgrl,1,1,GSE223744,Endothelial,1d,0.7861359073293094,4.35978311978396e-06
Klhl2,1,1,GSE223744,Endothelial,1d,0.786115549445205,0.0002369399298268
Cox5b,1,1,GSE225948,Endothelial,Day2,0.7856485006677256,0.0358886478695591
Noct,1,1,GSE223744,Endothelial,1d,0.7852913673460634,0.0346050716661246
Ltbr,1,1,GSE223744,Endothelial,1d,0.7845147922476672,0.0006770778185552
Rps6,1,1,GSE223744,Endothelial,1d,0.784230865997404,0.0011699408139852
Arsa,1,1,GSE223744,Endothelial,1d,0.7842231025805564,3.0745481960293714e-05
Heatr3,1,1,GSE223744,Endothelial,1d,0.7841134518131566,1.7115104949239662e-05
Klf3,1,1,GSE223744,Endothelial,1d,0.7837621904313523,1.237764563594887e-05
Ywhag,1,1,GSE223744,Endothelial,1d,0.7835560754157281,3.4448939748782616e-05
Stk40,1,1,GSE223744,Endothelial,1d,0.7835115222098913,0.0001667531475534
Fndc3b,1,1,GSE223744,Endothelial,1d,0.7813479995680974,0.0002218218346115
Cct5,1,1,GSE234052,Endothelial,24h,0.77950203,8.368371366803121e-07
Tulp4,1,1,GSE223744,Endothelial,1d,0.779479913558301,1.1256391470384865e-07
Rpl14,1,1,GSE225948,Endothelial,Day2,0.778936897938005,0.0266413102690879
Slc12a8,1,1,GSE223744,Endothelial,1d,0.7784451856556274,0.019874405690811
Polr2h,1,1,GSE223744,Endothelial,1d,0.7783309194950089,9.397233230737017e-05
Atad3a,1,1,GSE223744,Endothelial,1d,0.7778961299461499,0.0001919913977164
Myd88,1,1,GSE223744,Endothelial,1d,0.7771755816669117,0.0018506699144894
Capzb,1,1,GSE223744,Endothelial,1d,0.7756773279912583,1.556119771565412e-05
Tns2,1,1,GSE223744,Endothelial,1d,0.774996196859437,4.86883228489286e-08
Bcat2,1,1,GSE223744,Endothelial,1d,0.7744649964952773,2.8387016175893146e-05
Zfp946,1,1,GSE223744,Endothelial,1d,0.7743839355609393,0.0028660766241487
Nostrin,1,1,GSE223744,Endothelial,1d,0.7743736490659414,0.0070499847373449
Tmod3,1,1,GSE223744,Endothelial,1d,0.7692083198248982,9.705168209318748e-05
Card19,1,1,GSE223744,Endothelial,1d,0.7677013322850348,8.684487288802747e-09
Ctsa,1,1,GSE223744,Endothelial,1d,0.7673818153427671,1.395278003844969e-05
Pwp2,1,1,GSE223744,Endothelial,1d,0.7667711151572202,0.0106001466891931
Larp4,1,1,GSE223744,Endothelial,1d,0.7664248078559176,0.0014726373724815
Sdad1,1,1,GSE223744,Endothelial,1d,0.76628877391825,0.0005900340443235
Luc7l2,1,1,GSE234052,Endothelial,1h,0.7636476,0.0370068162944261
Mcf2l,1,1,GSE223744,Endothelial,1d,0.7623724398030828,0.0049974382722451
Dock9,1,1,GSE223744,Endothelial,1d,0.7620984127571973,7.967945188153382e-06
Ano6,1,1,GSE223744,Endothelial,1d,0.7613457042848324,0.0004530571033419
Dusp8,1,1,GSE223744,Endothelial,1d,0.760508619555163,0.0252620206334582
Hspa8,1,1,GSE234052,Endothelial|Pericyte,24h,0.76046365,2.630650664506098e-24
Gnai3,1,1,GSE223744,Endothelial,1d,0.7602230957077776,0.0007375187558361
Arf4,1,1,GSE223744,Endothelial,1d,0.7601415142963801,5.828209730303487e-05
Insr,1,1,GSE223744,Endothelial,1d,0.7601096159074869,0.0005879228701056
Zmat3,1,1,GSE223744,Endothelial,1d,0.7595715845773168,0.0005266552586311
Rabggtb,1,1,GSE223744,Endothelial,1d,0.7594205305823714,1.3207564387417414e-05
Mcph1,1,1,GSE223744,Endothelial,1d,0.7591643241216706,0.0108589411123373
Rps6ka4,1,1,GSE223744,Endothelial,1d,0.758523810254524,8.829420342886283e-06
Dlst,1,1,GSE223744,Endothelial,1d,0.7578313879911525,0.0002531026409012
Nradd,1,1,GSE223744,Endothelial,1d,0.7574032570308812,0.0282673289823816
Lsm12,1,1,GSE234052,Endothelial,24h,0.75694615,0.0101147717553059
Pdss1,1,1,GSE223744,Endothelial,1d,0.7564677211022665,0.0415742067435868
Trim16,1,1,GSE223744,Endothelial,1d,0.7544282048367383,0.0014884858385834
Adgrl4,1,1,GSE234052,Endothelial,1h,0.75384754,3.710857073615263e-06
Phlda1,1,1,GSE223744,Endothelial,1d,0.7535281178621427,0.0161705190079874
Zfas1,1,1,GSE223744,Endothelial,1d,0.7531867565697128,1.832151394400756e-05
Nfkbia,1,1,GSE223744,Endothelial,1d,0.7527822586128359,3.4673088043305304e-05
Arl15,1,1,GSE223744,Endothelial,1d,0.7522280764045693,0.0011815141645053
Yif1b,1,1,GSE234052,Endothelial,24h,0.75179243,0.0025957042168364
Rcc1l,1,1,GSE223744,Endothelial,1d,0.7511448853492101,0.0043640465680935
Snap29,1,1,GSE223744,Endothelial,1d,0.7495289892575424,0.0001621453989407
Naa25,1,1,GSE223744,Endothelial,1d,0.7485227703097912,0.0028660766241487
Hdac9,1,1,GSE223744,Endothelial,1d,0.746137668337377,0.0021408784429221
Pkn3,1,1,GSE223744,Endothelial,1d,0.746126775702564,8.867020494138669e-05
Cyth1,1,1,GSE223744,Endothelial,1d,0.7460319535733638,0.0158181272992914
Preb,1,1,GSE223744,Endothelial,1d,0.745441523396112,4.614621167465417e-05
Klf7,1,1,GSE223744,Endothelial,1d,0.7450894617623119,0.000967972319725
Nabp1,1,1,GSE223744,Endothelial,1d,0.7449210303248994,0.020770642339559
Alas1,1,1,GSE223744,Endothelial,1d,0.7448490649989143,0.0180050314832224
Lmnb1,1,1,GSE223744,Endothelial,1d,0.7447894721772765,0.0082269571979759
Slc25a24,1,1,GSE223744,Endothelial,1d,0.7444002105786336,0.0055554008130258
Mafk,1,1,GSE223744,Endothelial,1d,0.743437479965856,0.0121827462570822
Nr1d1,1,1,GSE223744,Endothelial,1d,0.74311279222096,0.0484489697929786
Lix1l,1,1,GSE223744,Endothelial,1d,0.7430684580983848,0.021554882381423
Tex30,1,1,GSE223744,Endothelial,1d,0.7420556228632448,0.0122754162637277
Trim13,1,1,GSE223744,Endothelial,1d,0.7417988515826572,0.0002310972217898
Mrm3,1,1,GSE223744,Endothelial,1d,0.7417218955037677,0.033477387205476
Tshz2,1,1,GSE223744,Endothelial,1d,0.7403396065656682,0.0006116534965928
Cfl1,1,1,GSE223744,Endothelial,1d,0.7397361886832857,0.0005410887338396
Acot9,1,1,GSE223744,Endothelial,1d,0.7390251808695445,8.506778072690614e-05
Kctd9,1,1,GSE223744,Endothelial,1d,0.7387783668339152,0.0001409025135277
Nle1,1,1,GSE223744,Endothelial,1d,0.7385106501066188,0.0162140653244402
Tbkbp1,1,1,GSE223744,Endothelial,1d,0.7378358198866277,0.0071327962771295
Trpm6,1,1,GSE223744,Endothelial,1d,0.7361311447026914,0.023378549129881
Tpd52l2,1,1,GSE223744,Endothelial,1d,0.7339795979776864,1.845134037989761e-07
Psmb5,1,1,GSE234052,Endothelial,24h,0.73374116,8.264095982185332e-09
Sec14l1,1,1,GSE223744,Endothelial,1d,0.7329313807926522,0.0005906298555939
Ubr4,1,1,GSE234052,Endothelial,24h,0.732779,0.0496034061674086
Tmem106a,1,1,GSE223744,Endothelial,1d,0.7307840686889752,0.0207675978265747
N6amt1,1,1,GSE223744,Endothelial,1d,0.7305060221335655,0.0152731238022207
Wdr46,1,1,GSE223744,Endothelial,1d,0.7298279066577792,0.0044570924271053
Kpna2,1,1,GSE223744,Endothelial,1d,0.7298040778130691,6.40043199217507e-07
Ip6k2,1,1,GSE223744,Endothelial,1d,0.7293841281740193,0.0029957839379956
Pdgfa,1,1,GSE223744,Endothelial,1d,0.7293535154665624,0.0012519673588813
Thyn1,1,1,GSE223744,Endothelial,1d,0.7290730558237254,9.509582162967232e-05
Psmd1,1,1,GSE223744,Endothelial,1d,0.7275943452424359,6.871043393683541e-05
Ptp4a1,1,1,GSE223744,Endothelial,1d,0.7275750605239875,0.0001737670001197
Ube2j1,1,1,GSE223744,Endothelial,1d,0.7273577788198173,0.0015154168441585
Phb,1,1,GSE223744,Endothelial,1d,0.7264186086315663,3.434808430539055e-07
Trmt1,1,1,GSE223744,Endothelial,1d,0.7263552844704313,8.191934419446544e-05
Snap23,1,1,GSE223744,Endothelial,1d,0.7256116828275608,8.008234321640596e-05
Mars,1,1,GSE223744,Endothelial,1d,0.7250582490484357,0.0008361119123148
Nsf,1,1,GSE223744,Endothelial,1d,0.7238950831851246,0.0001364345913216
Slc22a15,1,1,GSE223744,Endothelial,1d,0.7232659075214517,0.0062365684317608
Csnk1d,1,1,GSE223744,Endothelial,1d,0.7229402830138918,0.0001508518952148
Rassf4,1,1,GSE223744,Endothelial,1d,0.7225321446509594,0.0318264382703132
Ddx39b,1,1,GSE234052,Endothelial,24h,0.7216107,0.0002085004397562
Arpc5,1,1,GSE223744,Endothelial,1d,0.7212216633156578,0.0024902815816636
Sec23b,1,1,GSE223744,Endothelial,1d,0.7198303127070985,0.0052876079854361
Sash1,1,1,GSE223744,Endothelial,1d,0.71982922303603,0.0097324839455287
Dhx33,1,1,GSE223744,Endothelial,1d,0.7198275588757169,0.0032354853993916
Gtpbp4,1,1,GSE223744,Endothelial,1d,0.7197752881449172,0.0007283470587011
Hnrnpa3,1,1,GSE223744,Endothelial,1d,0.7192920345427984,1.223338208588851e-05
Atp5a1,1,1,GSE225948,Endothelial,Day2,0.7187998688640238,0.0316408393740055
Rab4b,1,1,GSE223744,Endothelial,1d,0.7184099425870383,0.0004132446323251
Ctdp1,1,1,GSE223744,Endothelial,1d,0.718332696559112,0.0092507738385045
Ecm1,1,1,GSE223744,Endothelial,1d,0.7181020345003575,0.0001747402559023
Naa50,1,1,GSE223744,Endothelial,1d,0.7160215543151356,1.237417611908559e-07
Git1,1,1,GSE223744,Endothelial,1d,0.7148832535934823,0.0001159255179101
Pcna,1,1,GSE223744,Endothelial,1d,0.7146369214757151,3.2252774928315265e-05
Gcsh,1,1,GSE223744,Endothelial,1d,0.7138813710259616,9.53319515106334e-06
Senp5,1,1,GSE223744,Endothelial,1d,0.7133056776654713,0.0194050303387254
Vgll4,1,1,GSE223744,Endothelial,1d,0.711621105414823,0.0009358926600118
Eif3g,1,1,GSE234052,Endothelial,24h,0.71147954,0.0008981967373939
Tanc2,1,1,GSE223744,Endothelial,1d,0.7113414753535613,0.0133753158940561
Scfd2,1,1,GSE223744,Endothelial,1d,0.7110958659900223,0.0011017475825486
Mapre1,1,1,GSE223744,Endothelial,1d,0.7105179680652713,0.0001060315535052
Ptbp3,1,1,GSE223744,Endothelial,1d,0.7099355126447376,0.0002985451157781
Svbp,1,1,GSE223744,Endothelial,1d,0.709644753467219,0.0050096905931893
Cct4,1,1,GSE223744,Endothelial,1d,0.7095685989426277,2.614860305066459e-07
Tigd5,1,1,GSE223744,Endothelial,1d,0.7072970163664953,0.0321624718837704
Tcaf2,1,1,GSE223744,Endothelial,1d,0.7065157730030708,0.010688368676922
Sqle,1,1,GSE223744,Endothelial,1d,0.7065100843793526,0.0053607916846489
Pcdhga5,1,1,GSE223744,Endothelial,1d,0.706179195619244,0.0145878087942411
Inafm2,1,1,GSE223744,Endothelial,1d,0.7057405765149899,0.0228764866397941
Nup98,1,1,GSE223744,Endothelial,1d,0.7055486634699916,0.0009607974206049
Pomp,1,1,GSE223744,Endothelial,1d,0.704717939493415,0.0017716540666468
Rab31,1,1,GSE223744,Endothelial,1d,0.7045246210314206,0.0017757367961903
Dnajc2,1,1,GSE223744,Endothelial,1d,0.7044218514558221,0.0001263928072617
Txnl1,1,1,GSE223744,Endothelial,1d,0.7026278591977523,2.1350414470929275e-05
Elmsan1,1,1,GSE223744,Endothelial,1d,0.7020691065816788,0.0103767746829804
Timm23,1,1,GSE223744,Endothelial,1d,0.7009564341653599,0.0002044303706759
Ostc,1,1,GSE223744,Endothelial,1d,0.7005385583972767,8.198312632014832e-07
Ola1,1,1,GSE223744,Endothelial,1d,0.6995666749499477,6.353262055837251e-07
Steap3,1,1,GSE223744,Endothelial,1d,0.6993948504843998,0.0021408784429221
