"","Astrocyte__Sham","Oligodendrocyte__Sham","Neuron__Sham","Microglia__Sham","Endothelial__Sham","Fibroblast__Sham","Neuron__MCAO_contra","Astrocyte__MCAO_contra","Oligodendrocyte__MCAO_contra","Microglia__MCAO_contra","Endothelial__MCAO_contra","Fibroblast__MCAO_contra","Fibroblast__MCAO_ipsi","Microglia__MCAO_ipsi","Neuron__MCAO_ipsi","Oligodendrocyte__MCAO_ipsi","Astrocyte__MCAO_ipsi","Endothelial__MCAO_ipsi"
"Diablo",0.0298310460243092,0.00248021618253128,0.0103793695406936,0,0,0.0198550357348275,0.0110092911788889,0.0116587793408107,0.00751982065317438,0.0145412494347122,0.0303205732248521,0,0.0294683160057169,0.0114168555860062,0.0116213003309477,0.0173955064752928,0.0224933323622154,0.0110868099164532
"Dnaja1",0.074465627704683,0.125571678183785,0.174039929362892,0.296188473553897,0.513731458429372,0.271431251288257,0.181892242782156,0.0628598476673533,0.0975658824288821,0.177325858379981,0.434293328846264,0.156735818837389,0.220607668035686,0.177609611448763,0.199832019901653,0.299604301366045,0.206478942805709,0.270112711258143
"Dnajc3",0.0591387007318987,0.0290834256555569,0.114977708646091,0.0501872939555547,0.163691897786796,0.0936309220755735,0.102969439130462,0.0537661742859692,0.0475318699559492,0.066599398097026,0.223896384153312,0.0827938251198028,0.16044945622917,0.163608987973476,0.118239393893406,0.0768171715329249,0.119287138228925,0.171860859043708
"Dnm1l",0.41064159962715,0.259036022007498,0.671748985896873,0.19273210811847,0.310756600240613,0.383206271616645,0.747296489898256,0.386850666765474,0.268307713685143,0.477486311680832,0.435805092510699,0.436952573888673,0.447047364642249,0.588663811374653,0.800554763829203,0.288758538327334,0.475509159777276,0.42844157378503
"Dpyd",0.998354530955447,0.161441170882282,0.539305883028675,0.458368830265583,0.667393394319168,0.4321822388228,0.603615519775814,1.30254041717048,0.112922043145882,0.126075759410466,0.742422787800819,0.666515890321357,0.558195176509613,0.0567772754376523,0.728017658283514,0.104040511744906,1.17493439275607,0.588641755588797
"Ebp",0.00461826775573688,0.0176310372843964,0.0187400617286151,0,0,0.00949419473200397,0.0241617719286396,0.0145520434725628,0.0308520930620334,0.0224068721930202,0.0494974199397273,0.03989986869003,0.0430655859253684,0.0476667782943494,0.0296872447226004,0.0407577427057636,0.0239077033666578,0.0537157598668197
"Egr3",0.00529400364926301,0,0.00938632253451849,0.0532822414936836,0,0.00918572735230639,0.0100512057602393,0.00354132168678163,0,0,0,0,0.0053414931336264,0.00404688142122595,0.0105599982151941,0.00554007964247946,0.00115121062833548,0.00855280185256117
"Emp1",0.024404388158276,0,0.00132616980945208,0,0.0126200944054645,0.0143433738726388,0.00129607086126543,0.00791543021601016,0,0.026968147779052,0.0770170378521508,0.135499776925281,0.118755488284482,0.0509983909893028,0.0096881777327869,0.0269194252617179,0.154466845455832,0.155772609458664
"Eno2",0.061451897523097,0.0620237119680959,0.317936283794526,0,0.0786901028585585,0.104750044428618,0.392341157466815,0.0809045859575462,0.0401023934755454,0.0269172664769772,0.10163244877391,0.214239516727335,0.223491077777574,0.0633248620637516,0.368454389450295,0.0792522286563713,0.10393999005495,0.0790112640742874
"Erbb2",0,0,0,0,0,0,0.000174121814758827,0,0,0,0,0,0.0160205435078322,0,0.000189061017547363,0,0.0180055303572402,0
"Erbb3",0.00395590053340434,0.0925878352110464,0.0055272854074345,0,0.0166864832160899,0,0.00652790710050199,0.0114830661790725,0.111173707211777,0,0,0.00504969603537702,0.0138910538726831,0.028995960355532,0.0193679505889277,0.108641012058446,0.00896323650217127,0
"Etf1",0.0439783781855814,0.0913336039544032,0.115350927970318,0.22094058886298,0.27882773857709,0.122737671054008,0.133260194429323,0.111859145660239,0.0867459771964199,0.142378918277009,0.194135266426471,0.151115590721294,0.315437646922148,0.217739780157681,0.142848278283486,0.137023543361162,0.141191953918814,0.175669226771535
"F2",0,0,0.000123765124098383,0,0,0,0.000355992938146489,0,0,0,0,0,0,0,0.000857967672706976,0.00162985711667952,0,0
"F2r",0.0171088434441639,0.00844789642757685,0.00947838803438143,0,0.0053442747914221,0,0.0119882044291007,0.00258707590787446,0.00238036017662865,0.00762726341705321,0.0432363749546029,0,0.0468715156171376,0.00528221022573044,0.0140475035755474,0.00627505949061299,0.0700688505338403,0.0595652249153194
"Fas",0.0058254283762068,0.00138768494918202,0.00227732290700737,0,0.0702373265129352,0.0655882049686358,0.00221692893639109,0.0146070688415392,0,0.00702406437034565,0.0908772543835551,0.0628560324332028,0.0574373990817498,0.0193375446136407,0.00518677296050609,0.00365617199581754,0.126968931282421,0.0894361569626856
"Fdxr",0.0199230403328198,0.00987310993625221,0.0305323620695256,0.0583191777295791,0.0217311202006398,0.00918572735230639,0.0330284386881906,0.0189558670516727,0.00860406773281808,0.0145189436927971,0,0.00347463387763232,0.0135793054866904,0.0249887669911352,0.0354667390894129,0.0147813359417858,0.0332052032074989,0.0116468111232236
"Fez1",0.228441822961945,0.372675052008462,0.31019406706608,0.108793000585841,0.0688571553209995,0.183143982938401,0.339091473970758,0.234999585482385,0.477164005898862,0.0305890757303034,0.115400979843798,0.106582224112053,0.0829235835299804,0.0257156490447622,0.379504711302542,0.435608622330869,0.259198058760438,0.0596411392466268
"Gadd45a",0.00972933082603456,0.0104714942316772,0.00693418005806983,0,0.00565315432416365,0.0141609498494962,0.00662726912629371,0.0164764703854069,0.00752393457499461,0,0,0.0495032047659776,0.041558648678752,0.0107936536292838,0.0181580125703971,0.0624816026966942,0.111330041757859,0.0563333193623095
"Gadd45b",0.0123886808544613,0.00642701766081255,0.00867395861965664,0,0.0356894060814718,0.0338336620299116,0.0144253927713567,0.0123453444921307,0.0107165870093264,0,0.0364659083434561,0.0318927374461421,0.0312578296321633,0.0325585603658226,0.0165787859259786,0.0635726338494201,0.0150864104544294,0.065542192802111
"Gch1",0,0,0.000512010080704274,0,0.0894315140417364,0,0.00179859753431875,0,0,0.0509452998969284,0.104312102596863,0.0265540189953733,0.0148013418276955,0.091971287188268,0.00470193683245509,0.00854201109140195,0.00900945425641962,0.0935291336944264
"Gna15",0.00601034620644825,0.0027567296948956,0.00449853522916705,0.106475923575056,0,0,0.00712251153751818,0,0.00174763368611974,0.37571142601596,0.00662306605254017,0,0.00548396586110306,0.367172212649898,0.019150098637332,0.00226300068568268,0.0195747694100302,0
"Gpx1",0,0.00250646324418223,0.00150020004682663,0,0.0707407834402114,0.0181034422248458,0.00275226597186897,0,0.00205370506848606,0.0229171055395061,0.0557961494523144,0.007243643661433,0.0448954199691361,0.0853870905286596,0.00839682429419229,0.022548195806627,0.0230601827825729,0.125766317525568
"Gpx3",0.00773140000081874,0.00130015559925581,0.00340274580143708,0,0,0,0.00909879974462764,0,0.00215004748571882,0,0.0161089724158433,0.00267708989507532,0.00625426502199733,0.00740569450937908,0.00788713501622549,0.00641376990933838,0,0
"Gpx4",0.0752720293733898,0.0424285619881236,0.0766273448819534,0,0.261706139536587,0.0329846939919041,0.0970289116576507,0.0940385172721315,0.0367824628151244,0.100305296829536,0.236718222821115,0.069219055194716,0.127547897569434,0.0822357698310927,0.10424721308975,0.0727395551405128,0.128027678159629,0.186244731963281
"Gsn",0.0305445082101759,0.255897555848042,0.0324485531260765,0.0570682205764875,0.0582427642943081,0.0934027567713225,0.0398880604474407,0.119326047453532,0.372515544727587,0.0319783476693806,0.0259522086187228,0.186006671554857,0.194044767892571,0.0812558412818975,0.0552032382259107,0.510753938509734,0.273504755165636,0.118178716373682
"Gsr",0.0614534564090142,0.121826587168409,0.204096137881541,0,0.0771923229379075,0.0905091761947258,0.255282759345841,0.08214696909463,0.148748342145149,0.127573241445733,0.208709677190087,0.159330678952215,0.171531873674703,0.163053056201998,0.224434060316372,0.140358768662718,0.131716636005852,0.151068375241268
"Gstm2",0.0391287351264431,0.00572006511335363,0.0106663213912402,0,0.0251794869153394,0,0.0149187024659618,0.0176461930126592,0.00496609982818644,0,0.0172414982782147,0.0094157997079582,0.0113666580254595,0.00427676087531503,0.0188187869482169,0.0045949087267551,0.0268760278820775,0.00793405423487482
"Gucy2e",0,0,0.000683403669455627,0,0,0,0.000632251009421286,0,0,0,0,0,0,0,0,0,0,0
"H1f0",0.0319570767893321,0.0239215151845631,0.0208880933179012,0.104943711400486,0.0851391239235076,0.0547372497868802,0.0296943102522423,0.0442221736608464,0.0494977608157456,0.035435232871181,0.0977842094738118,0.0671352663157697,0.123315867829292,0.120070462011819,0.0524072601606607,0.0970510804137422,0.0794394445812053,0.171151128919913
"Hgf",0.0495919013221768,0.00582565451359386,0.0246176929284337,0,0.0178243388993561,0,0.027528930713942,0.0483092727964127,0.00507408655533405,0,0,0.00756904299651446,0.0198705718769471,0.150627103358559,0.0480495290352307,0.00586085843205547,0.0957889008469602,0.0161852202843089
"Hmox1",0,0.0013266773322991,0.000980382448865116,0,0,0,0.00150425684832617,0.00265566977201253,0.000560635949855041,0.0547258847274055,0.0153092758996503,0.0355775614773631,0.0136177270213152,0.137417463847607,0.00542996432204867,0.0267990457206609,0.0600963739692616,0.0236755099866093
"Hspb1",0,0.00128087437701114,0.000285008823818376,0,0.0801071358930378,0,0.000453243332357093,0.00326079683937105,0,0,0.258652778064336,0.00848488490378811,0.0227997957271164,0.0354664960531731,0.00891105649664936,0.0885697430022301,0.256241687883185,0.240566325879433
"Ier3",0,0,0.00410563378995506,0,0.0822210364137224,0.111242754601114,0.00724679316309207,0.00631686911022728,0.00306729727159044,0.0487957031602888,0.152923152205144,0.0862794528270817,0.261932978465574,0.0986571822124362,0.016138912470937,0.0398949147053819,0.0522481889395374,0.185082251892842
"Ifitm3",0.00495172209624218,0,0.000355875291125527,0,0.204732186495547,0,0.000853866545694287,0.00489278739472677,0.00223579132255918,0,0.27170754987964,0.0467318714422605,0.0555889037787346,0.0133007807624778,0.00224796456889075,0.00929194979926716,0.0429902289673863,0.469092268904744
"Ifnb1",0,0,0.000182067305272026,0,0,0,0.000624422734921889,0,0,0,0,0,0,0,0.000426299497249854,0,0,0
"Ifngr1",0.0608965809518121,0.0392958537488319,0.0697470117008177,0.934973933964927,0.212407692334976,0.1277281394997,0.0871564276747345,0.0733176023158047,0.0348021528317545,1.1699079756739,0.387769892630928,0.0706417006451749,0.18106454068423,1.37564276071939,0.12805532298992,0.0636266359526603,0.143503140520767,0.554853727495235
"Igf2r",0.0846836672675801,0.0589313774362102,0.140607676985529,0.10948173245273,0.112483382815822,0.029136193008781,0.175154410499272,0.109301697789168,0.07648273984134,0.00694695749626975,0.11404340662155,0.149053419221564,0.275706421864611,0.163836604664126,0.169679328411781,0.0780158976048397,0.20800117176206,0.102254842213321
"Igfbp6",0,0.00432987818139051,0.00273318895040507,0,0.0168908308738688,0,0.00394366169448827,0,0.000829689084768573,0.00842208640397257,0.0130377369150037,0.0980559187741983,0.0779897828182691,0.00531175616960626,0.00499737111807955,0.00450108119407641,0.000816714603763296,0.0125546927553922
"Il18",0.0105586165790682,0.0285669283853414,0.0143817949969618,0.333076316390436,0.0158618731763796,0.0663427058979083,0.0228909562487373,0.021855282256021,0.0314623608733532,0.686316136218954,0.0202874677656446,0.119416517977544,0.125024633188204,0.802936872262487,0.0488013791832774,0.0442433295845934,0.0507005545769826,0.0234476213864099
"Il1a",0,0,0.000168865140842805,0,0,0,0.000648178480046124,0.00192971296178787,0,0.0206794601640322,0,0,0,0.0198745782396751,0.00220764856851766,0,0.000428905876921363,0
"Il1b",0,0,0,0,0,0,0,0,0,0,0,0,0.002271699151629,0.00940735997777673,5.74333900568887e-05,0,0,0.0119084322584781
"Il6",0,0,8.89314535267081e-05,0,0,0,0.000187449669764662,0,0,0.0375356251670737,0,0,0.0295635430928502,0.00341754943589806,0.000604426501584474,0.00142615881631414,0.00229976190277358,0.00245941754051428
"Irf1",0.00526243605232301,0,0.00646340214008484,0,0.0296138837820083,0.0928619840008096,0.00917260586865669,0.0240503853030802,0.00305436026810365,0.055617752336914,0.0767944047217363,0.0239122944524972,0.0565951139341881,0.0925136231493586,0.0202275447982152,0.0114917673151853,0.0401204456055336,0.111498845703224
"Isg20",0,0.00952763145213785,0.0109663764898809,0.0603554338882686,0.0289965360590481,0.0309564551572733,0.0139595936444271,0.00869642077651457,0.0184479876039002,0.0483121259708845,0.0203716854135912,0.0209546483038688,0.0349600091785944,0.0119385230673979,0.0143870099536406,0.0614282811082457,0.0152500108047367,0.0181812021870395
"Jun",0.0103129528087374,0.0322470201376738,0.0211075346439917,0.0557881586928921,0.808954469974011,0.116014568694521,0.033233447638041,0.0359940560096762,0.052886871113101,0.0372534158601693,0.72992819030282,0.131141660353583,0.143850661042007,0.110555068442791,0.0612628908142025,0.211350579122248,0.150411780034612,0.385623189319638
"Krt18",0,0,0,0,0,0,0.000410148986992484,0.00988947958973979,0,0,0,0,0,0,0.000578816155788487,0,0.0176565979637318,0
"Lef1",0.0270720028364554,0.00993592712083734,0.0060242197788952,0.098775159077916,1.47551552811005,0.213203710230327,0.0105307333410116,0.0471867380372842,0.0054398176647285,0.0903773502531349,1.74436286790341,0.20603435271427,0.459324304582859,0.071783243800576,0.0247827993968714,0.0105340527380877,0.076637546557353,1.87918144155579
"Lgals3",0,0,0.000665438187120625,0,0,0,0.00250642860256987,0.00996098981642237,0,0.0964910492820647,0.0282873354790168,0.0129189101261398,0.047289451728955,0.446834655827039,0.0242859332781772,0.0354961019650603,0.114756890769393,0.0606290975516521
"Lmna",0.0162554360461718,0.053630574359084,0.0618248753786588,0.0579749962603427,0.165437845433567,0.0786993677832634,0.0714697380810135,0.048527847863447,0.0721335474085114,0.027324390824899,0.186045940212352,0.145753737047444,0.159295438835715,0.0576349260492547,0.071230354242664,0.107934871708307,0.124870577384456,0.2148190175171
"Lum",0,0,0.000387226209767069,0,0.00482670142127842,0,0.000416957006172402,0,0,0,0.00507177944439561,0.0260506469438938,0.043947267049498,0.0010772352057341,0.000356865003473418,0.00229531059112775,0,0.00703848318356522
"Madd",0.0870667758626336,0.0896684990820591,0.451424424562073,0.272952230828342,0.200156229912227,0.152613849030501,0.543484378505674,0.0914902163322868,0.0630556095099458,0.201672618975181,0.205515204072944,0.134322826011805,0.131503393572747,0.268315739018924,0.518467453217635,0.0588533295525805,0.0864105259814568,0.198127733335756
"Mcl1",0.031168857959283,0.019812711760585,0.0335869076915994,0,0.382593401599431,0.0937146256985011,0.038941535583765,0.045276217083962,0.0277708354580455,0.0783973261910706,0.500333554023063,0.06576342175765,0.13973590844656,0.13199092556838,0.0537757521625145,0.074934538918642,0.135248814149891,0.39318029130721
"Mgmt",0.0206772539244817,0.00274452141879112,0.0154777975558957,0,0.027795070649303,0.191322472412964,0.0229961287547164,0.0767294286047233,0.0137271608106673,0.0239515534873615,0.0568058374756719,0.193380974362112,0.168772443309424,0.162539864279093,0.0286048253516743,0.0242294548419716,0.213539809192243,0.118863926182505
"Mmp2",0,0.00153444897257795,0.00169749642827941,0,0.00482670142127842,0.0195058731558675,0.00290234353019856,0,0.0017050359213598,0.0585536850866773,0.00587421452064987,0.00905390423148385,0.083189732141434,0.0465910017902951,0.00658501691893966,0.00428711941421826,0,0.020532501263903
"Nedd9",0.119397390521036,0.0143783022835184,0.114431656174937,0.250698154742646,0.315571658244625,0.0351740179768593,0.126367394424134,0.123924424940391,0.0118404482204285,0.40115210728045,0.404042342613775,0.0167144901665476,0.0479703024194971,0.50885643799029,0.158854178738112,0.0415047431633654,0.292570478881999,0.455229640913356
"Nefh",0.0104906849066788,0.0099150836319118,0.0477579440157306,0,0.0204286698082762,0,0.0566498558545778,0.0290660256127787,0.0105034413214399,0.00819267653703967,0,0.0123125774774138,0.0129867074940064,0.00332818300312862,0.0458306870649704,0.0176790598387777,0.00604993074417255,0.0193741666195915
"Pak1",0.156990416054625,1.02440517699871,0.334680298359756,0.146721361376647,0.10457914979283,0.341653092252849,0.354688937503247,0.114206734962693,1.22847602531802,0.19819090720601,0.164214512894975,0.283797812221312,0.171401400535985,0.180662119366741,0.396679476894657,0.99806035283064,0.19494396203597,0.071327802155586
"Pdcd4",0.090337827910426,0.172521912057717,0.182158223772557,0.121607280774979,0.124449822646651,0.142163876588803,0.224119863927777,0.0883415109263038,0.135489239679236,0.38609351348069,0.115899127172344,0.206610100409311,0.155080386389323,0.424134151797661,0.216061101728645,0.132381609475673,0.129357074889713,0.218999714286406
"Pdgfrb",0.117912409760072,0.00532822360661041,0.00346791848151239,0,0.264796970281305,0.206682323494319,0.0035553457433856,0.192457258102412,0.00211135239709742,0,0.411177963256046,0.26395741376827,0.553744048821398,0.00639080025638839,0.00425476541983705,0.00690223218053359,0.179369040280073,0.253987950641618
"Plat",0.063179301376312,0.00247512540961415,0.00833424118322568,0,1.53443001902566,0.154439122674731,0.0137949181191323,0.164885328766869,0.00848165349995887,0.0083115954373822,1.54489353945016,0.1634953131998,0.187452545483368,0.0146066532599944,0.020974668416915,0.0268265360338895,0.226731457813867,1.00965317792944
"Plcb2",0.00398020707522892,0.00346106268371131,0.00287869462177834,0.0557881586928921,0,0,0.00389582265071707,0.000864206709510607,0.000773508874407151,0.157419430378952,0.0149611124350204,0,0.0120459729051082,0.189479602633735,0.00961732715355065,0.00112236382546776,0.00535046821947167,0
"Plppr4",0.123668605842406,0.10857024712018,0.428123198488247,0.11285637926938,0.169972908402927,0.136497871409466,0.462819107429691,0.217003441932458,0.0627723381373625,0.053535490048824,0.0889430633606401,0.137443851205516,0.0264692597944927,0.0354288730202997,0.477053431830571,0.0590326291469301,0.157270825473609,0.0974291104848509
"Pmaip1",0,0,0.000396797170482032,0,0.225386916782676,0,0.000618291174129236,0,0,0,0.199466458840105,0.00872796736431924,0.047797075750648,0.00590292094792931,0.00237741234452692,0.003270759788706,0.00302864897732397,0.174240637207891
"Ppp2r5b",0.049595907460245,0.0601099901448698,0.096469967880127,0.0441452956844622,0.0536644973733199,0.0266824242903256,0.141044972020075,0.0568358047685079,0.0667192450450137,0.0824009217068746,0.112436926525025,0.137703275564476,0.0996131332794788,0.0520980026079922,0.132250950947883,0.0876954598539256,0.0467768352398131,0.116084487406053
"Ppt1",0.0383741000850691,0.0682900951011311,0.0716913159294933,0.0741096930537499,0.071334838556429,0.0178934555560958,0.0820099340208383,0.0456476022682655,0.103597353573077,0.136689433762361,0.0706222471417755,0.0461550202065491,0.0576666792754364,0.204134760008917,0.0873784378299176,0.0782648587926753,0.0574800995846693,0.107354211035613
"Psen1",0.105597885696403,0.190542099356347,0.233089321893293,0.0600403915522941,0.176552452833459,0.195592837653905,0.263829005274938,0.136805417652105,0.192251552902654,0.263263015928111,0.141018056252111,0.187127823087782,0.220565049172739,0.395428690919697,0.294638805667691,0.239261918257326,0.187837475838028,0.179345609606792
"Psen2",0.0519220126908519,0.0912778324975366,0.0607755630559664,0,0.0325226755994025,0.0796314050018579,0.0819722547730441,0.0839254901515089,0.0801110689126461,0.0148068891901718,0.0314019976612176,0.0899987204510085,0.0493216082576914,0.0460150806877288,0.0754332452032555,0.109241325480598,0.080982422084502,0.0997789419596175
"Ptk2",0.875000893162941,0.848047854416154,1.30023480498527,0.501690184157749,0.968054307802733,0.674990611292758,1.27020568999809,0.977278784908409,0.848856162707664,0.308995206925957,0.897346852714131,0.712343182465485,0.877407852555855,0.205747943591019,1.36591996115392,0.769155194818795,1.12712671580362,1.01589739302234
"Rara",0.00574759715107478,0.00272933073312488,0.027270098743191,0.0591926382802579,0.0719062159887576,0.0331473799777837,0.029351774798845,0.00990337214441078,0.00333758993282595,0.00868405972714726,0.0418097271707765,0.0516865994195551,0.049694962109298,0.0273674776595682,0.0281430203058898,0.0120704310391422,0.0274622974870944,0.0877511963541094
"Rela",0.0257723808793568,0.0222649390161512,0.0293999142855546,0,0.122275238638043,0.00835124821701073,0.032727017189823,0.0261961925996363,0.0240284040110314,0.0605869877652012,0.0934385948228474,0.0334699248170279,0.0695139019366401,0.0408111093319571,0.037957106471429,0.0308425671301884,0.0462011671636438,0.0751385095035223
"Retsat",0.0675865175250288,0.010614375076038,0.024024973730437,0,0.0573256689283281,0.0175369755693171,0.0265799383300919,0.0697208676444203,0.0243171637984093,0.0525176925848766,0.0669622373552291,0.0245057226976733,0.0663141445104598,0.0392938088716235,0.0308914078351896,0.0219524869128448,0.112389390126546,0.0829768751659694
"Rhot2",0.0240108219016789,0.0303990495026706,0.0652529664670618,0,0.0389182308438817,0.0458667470176347,0.086254017464189,0.0324103605783242,0.0312510427533305,0.00669382295914064,0.0405850811936457,0.0549275889043719,0.0597157514693813,0.0399572661578645,0.0841983518790153,0.0390732415152537,0.0517708124398375,0.0168280053312275
"Rnasel",0,0.00152714809579438,0.00887914705410182,0.114750297912869,0,0.0163905532957509,0.0101470803391774,0.0030186243485047,0.000802120898326342,0.0232878019485378,0,0.00660567832926432,0.0105763302292657,0.0537361508228924,0.0137070684106311,0.00105356217302343,0.00781261299610954,0.0182716950972171
"Rock1",0.46608633996786,0.487333244389083,0.899651961743283,0.748958122978481,0.95919015037896,0.691147022803911,0.927232131108436,0.477690053329505,0.485649320247966,0.626484693523908,1.00861151498388,0.632082883954638,0.748586135489385,0.723462283462899,0.976876379774493,0.539530768359772,0.633054144986337,0.942721447395446
