"","Neuron-Stroke","Oligodendrocyte-Stroke","Pericyte-Stroke","Fibroblast-Stroke","Endothelial-Stroke","Microglia-Stroke","Astrocyte-Stroke","OPC-Stroke","Neuron-Sham","Astrocyte-Sham","OPC-Sham","Oligodendrocyte-Sham","Microglia-Sham","Fibroblast-Sham","Pericyte-Sham","Endothelial-Sham"
"Atg5",0.630059797190913,0.574540619074331,0.502956901843523,0.638821961373631,0.738395448535371,1.01693818788969,0.614595697379871,0.513216021550554,0.5920106749937,0.597537699300787,0.605135477162791,0.520584125619869,0.78071405890419,0.815373982938323,0.306704988201506,0.762809346686639
"Aifm2",0.0397881898303878,0.0920154365051311,0.0823678427207992,0.132901036349882,0.0756132709259752,0.0383782187891622,0.204663785217968,0.0376487101872279,0.0413862468416297,0.206337751809864,0.0442533102162265,0.0286205274109976,0,0.193911582051547,0,0.0716575186971141
"Cisd1",0.502918614565245,0.767182586845061,0.848571290428176,0.594219162839409,0.861662401232164,0.610347001613731,0.764547211636727,0.510373945322975,0.651067416805592,0.868731961102363,0.666390434134884,1.02604042570632,1.21402018820493,1.00141705214,1.35647511036862,1.04249561698629
"Gpx4",0.800552517227703,1.56612727111147,1.8500941586969,1.20339383109735,1.81683609356066,1.45388474553006,1.45156630141408,0.769799407934238,0.865848773375484,1.5074986774376,0.868648228541309,1.80974689572718,1.67552034038393,1.49850135004882,2.15057966012984,2.23631106335913
"Gadd45b",0.121016328067719,0.120092917376843,0.170620780397822,0.280230186085034,0.160256985281672,0.114843872795108,0.107564866830004,0.0651736360442757,0.132796907131711,0.122584405756904,0.0512174053077032,0.109780783495297,0.0508595051847804,0.226189496093198,0.109942671937649,0.294266185317481
"Gna15",0.0180686980206209,0.0151974412483569,0.064469450552538,0.0256684344007088,0.0390299193910387,1.79632119259505,0.0186585089017925,0.00869963411445339,0.0113545804981904,0.0173756784268625,0.0225512723866752,0.0276164605787866,3.58033099919355,0,0,0
"Txnrd1",0.46078745145601,0.389211408263318,0.334840611421126,0.675450709376052,0.565238964654945,0.586416630445185,0.514581350050617,0.479121768799033,0.408930267354492,0.422252205993046,0.266445645910613,0.296798013754107,0.606682752279082,0.256876864714683,0.453929333353111,0.612537435311208
"Timp3",0.606083721102586,0.30880847310278,1.34585705454887,2.92528675506711,2.25198405254528,0.176189340933172,2.48106338249992,1.20387711132319,0.592562677428602,2.45918089261095,1.11066685385749,0.253720267590687,0.170150365752053,4.00184594327726,1.43689293788681,2.86653829066821
"Dcn",0.0695176209699228,0.120720244432817,0.426268398785516,3.31204074739104,0.242708297756862,0.167191256402709,0.115598930166131,0.0685952798029283,0.0309193274620379,0.0374686660173339,0.0671112706125829,0.0492118671028295,0.0338418352642666,2.87105670062875,0,0.121028066899516
"Lum",0.0232668326935029,0.0163107453870266,0.0174181576074694,0.338485881538794,0.00978038234639566,0.0165252933714654,0.0204685209084641,0.00832990684373306,0.0200715112373158,0,0,0,0.0185588634357774,0.669481723379485,0,0.0248121041828286
"Ddit3",0.155697596923424,0.229964698567534,0.281182448663933,0.276185230456736,0.173623079731806,0.317919452263083,0.257750164716507,0.128605575867784,0.166376470503924,0.177072111978946,0.198787446896425,0.189051841174087,0.20227237671498,0.635711999869158,0.527279817336295,0.397062342521243
"Erbb3",0.0106385495872515,1.23221238410885,0,0.00744952992483582,0.0130832375114573,0.0154167942406152,0.0356180396471024,0.406325933792124,0.00700433654711744,0.0255115642897452,0.451261804030644,1.04232829190208,0.0499616158296191,0,0,0.0249739604649127
"Cdk2",0.00329544384612451,0.0380842550369156,0.0931437658465771,0.122994525002514,0.198808062126253,0.125548107660377,0.0654759884767229,0.0601575108833723,0.00105235781932766,0.0894821224509716,0.0659246035121937,0.0241142982391752,0.157536181320027,0.0220148419146752,0.024181940087447,0.0244677929360366
"Nefh",0.102419863692546,0.118696045685161,0.1046703502048,0.0650482853984799,0.0814760097823033,0.116210083630747,0.0883496518202873,0.0673849878478969,0.115611180399568,0.110814507422893,0.0461625506416793,0.08603181885969,0.220848548940557,0.0357808348096749,0.0882745629420657,0.166134949640302
"Ppp3r1",0.35587375399384,0.237413298170513,0.44974746748211,0.267385586142375,0.251522769266258,0.319648369072842,0.207589353974299,0.22254414656815,0.39752511326351,0.258827313907497,0.346637385617877,0.377632487638005,0.436557315735728,0.495125555207103,0.363184304226759,0.0828781406681796
"Peli1",1.06965315657958,0.864092443620341,1.1073628476622,1.3502823581138,2.33827647583813,2.34328286583451,1.10213546033687,1.9174072032453,0.924341138226128,0.976038393614573,1.60202579169334,0.802992737343398,2.20812943498644,1.06822215785448,0.272709060786519,1.38536314694428
"Rps27a",1.42926520987632,2.65000437989281,2.61431977129794,2.40153869724795,4.47387062558296,2.66982716781331,2.1088611982384,1.58971672290783,1.64627891660216,2.69987303767154,2.06985491788497,3.16277840928865,3.16760800063138,2.90192220904472,3.09624837789177,5.72807563695548
"Sqstm1",0.983908444085436,1.12540264597562,1.32002032592022,1.21106795677276,1.25950624744808,0.983608178444971,1.09148887471518,0.877020254083652,1.08380670059008,1.18359325956532,0.923140844938324,1.04493270390038,1.02720581358826,1.44138527782571,1.44385105143717,1.44435975401192
"Irf1",0.0542565343579573,0.0226829298068906,0.197881163241327,0.412223514905589,0.471555725244372,0.328580476741307,0.0969195182880209,0.112701530699504,0.0355184436357197,0.0319048131650511,0.118597905425674,0.0234994793765691,0.330657024617278,0.224437427363844,0,0.343969897863154
"Acsl6",0.924805048828334,0.287710414252376,0.629916114497305,0.428530946282408,0.424218693488943,0.357883701363259,3.48194081305099,0.489938153723586,0.865250221621252,3.38597224487635,0.431913134625147,0.354653826456292,0.397267495401659,0.463875480411744,0.526230842131265,0.646906345798757
"Gpx3",0.0188589722133351,0.022066028493146,0.0118263456352293,0.0758796387464313,0.0439231754588117,0.0416376106497652,0.0292137222356697,0.00984379370458717,0.0175824524436894,0.0134513026714204,0.039091000663212,0.00834040201372909,0.0157005483537282,0.0142873277344917,0,0
"Ubb",2.7391177296086,4.92158782916632,6.28073448711191,4.51455018629602,6.86878331970752,5.12879770773914,4.11070520182361,3.23086925959832,3.27334695987778,5.29646824768241,4.52145064432784,6.59144158517121,7.14700718581802,6.19563992886475,8.81036924725427,10.3694337158165
"Gucy2e",0.00964830445162771,0,0.011808097270428,0,0.00428539979314901,0.00725637219199753,0.117740377882851,0.00243481703124801,0.0103513896870359,0.148785808767618,0,0.00614889291952067,0,0,0,0
"Trp53",0.195397768603424,0.571064599332397,0.241321501901295,0.45816862766929,0.35154495420036,0.531786322122952,0.451259370018346,0.309846285072831,0.209656448680199,0.408237895882116,0.326789065481965,0.560127683826915,0.505555790478477,0.361357986849888,0.217199385046789,0.258095434194473
"Sat2",0.0665169651527575,0.15042239839347,0.0804655170038466,0.121192806478503,0.0759440007265196,0.0655949125616262,0.142327217351291,0.12774737821956,0.0809622346109462,0.0955983745479411,0.107113289025785,0.196237218714437,0.02364893962902,0.0439588544584816,0,0.0082941906821425
"Flot2",0.625636229862111,0.482017055619805,0.505985575328996,0.567160085986318,0.279046539164732,0.353833452583006,0.744591353673014,0.639984105725652,0.615108053332476,0.530103796597833,0.56885313341415,0.341398125202933,0.386776809104621,0.42598227088315,1.02858601567053,0.30712746054558
"Erbb2",0.00480138636030106,0.0106643887144647,0.0304813839381048,0.0922725632715428,0.106227907420336,0.00568859706429336,0.0631594100692947,0.0061780444075674,0.00553184044290311,0.048924639399743,0,0,0.0200539364939845,0.065452341944367,0.078736716384047,0.298503336429079
"Rara",0.16803460521213,0.0196633022503127,0.11319901683164,0.45577417711126,0.200171556166274,0.0724802971728752,0.15687233660515,0.0873892368030919,0.0976555042278919,0.128276691860985,0.0664338799028151,0.015656061459541,0,0.268150956714255,0.115301296754692,0.0492054521963851
"Top2a",0.0404993036532505,0.0319046595383327,0.0129306266529462,0.146977412848166,0.141801175865854,0.314705149228162,0.204836960344946,0.471198709158783,0.0337048185006361,0.0559435320752293,0.320597159785847,0.0293899201754939,0.0416491883401849,0.220405792543188,0,0
"Brca1",0.0434548133775392,0.0234589759950752,0.0160050519000171,0.0580724555227932,0.0593359904056812,0.108180641284469,0.0707591301621861,0.201736774219186,0.0350677533133843,0.0342706494347227,0.155778141119441,0.0234584341389221,0,0.0456241180440706,0,0
"Fdxr",0.224716417739311,0.33565627889538,0.126483537594368,0.226556592905405,0.129640315388803,0.151163164080836,0.38688960481466,0.27425168469867,0.280718629887723,0.485900793217537,0.442080725075637,0.328665626355429,0.238932825270578,0.379069906169647,0.113224806795506,0.154514096246319
"Timp2",0.696992396497578,1.15815234694001,0.933991054038238,1.68060196171645,0.749204400453319,2.13417215046139,1.0587896812354,0.683083765667514,0.498903378695697,0.525896989055841,0.473367402852438,0.855681359768198,1.04256674529135,1.91698896008477,0.648455607591944,0.584685350944303
"Chmp6",0.040721576177303,0.0524993483623285,0.0659089918500467,0.0396376428413441,0.209901666886033,0.0780986716212635,0.0700045217863868,0.0254282690706599,0.0603785621231447,0.0801637823363687,0.13321667038993,0.0693499742428544,0.101513227643651,0.119662757355713,0.431231145470441,0.202947346133417
"Rhob",0.240885077290812,0.786996243551955,0.775619916763227,0.411555153563122,1.18497613050706,0.683871514743376,0.726272994083405,0.218445698708738,0.211018273779588,0.404223729602593,0.167194972652152,0.807479012380616,0.907280715958443,0.742378765452387,0.876186822063666,0.748208532982344
"Psen1",0.851794146816848,0.999675481176025,0.752737397187904,0.793344421658685,0.699299084995479,1.40361975381428,0.609709254696865,0.708405383228795,0.799185972137499,0.521860117796424,0.731465316360469,0.913997534692069,1.26229954999127,0.812537788322546,0.355040396826562,0.687449450210146
"Hsp90aa1",2.18932801472876,4.01256192027753,4.95378411744302,3.50413410126358,4.21176078770745,4.00965605097154,3.04521435808407,2.66433539365682,2.48970110127826,3.25031391169453,3.63585927040853,4.83566169111359,4.99081001950958,4.80637079416816,7.21055933869201,5.75194405904243
"Akr1c18",0.00618850658829056,0.00533480325738064,0,0.0049115305392979,0,0.00114245836057332,0.00264770763225264,0.00238380679681478,0.00831166600700904,0,0,0,0,0,0,0.0493011437940544
"Ripk1",0.146571840664434,0.343545976185433,0.152211526619956,0.450238970076596,0.589368349005919,0.675467405916165,0.357366885554373,0.365134743323071,0.127521982614985,0.312191076506797,0.216067085237757,0.314392549689301,0.4417495705346,0.592717429766727,0.117839593209037,0.73024870736838
"Nedd9",0.277980217467347,0.134408948990605,0.179921946170258,0.424288627122791,1.61835237279876,0.490038398428048,1.0733872622369,0.42221957748738,0.170748704755973,0.853328595520227,0.11145131158495,0.150840928754765,0.0360912599061817,0.267274499909314,0.130294377204578,1.1057702533903
"F2r",0.0139897887367792,0.00683755148801678,0.0808149225804558,0.0322094833697426,0.0630161283518103,0.0138810995212729,0.0352797434221838,0.0257916284228647,0.0111878135140023,0.0268718775053618,0.0665704762443769,0.0184100797186682,0,0,0.105449021072023,0.0253067353586564
"Hmgcr",0.879851750134457,0.467984546362499,0.383385792049194,0.510931302083203,0.591127435883034,0.449305305872976,1.25627229661945,0.688494794521066,0.932664089843608,1.38928774723326,0.733066117958383,0.428774643552512,0.503359732217346,0.552361446716588,0.157901557528774,0.375184621263493
"Vdac2",0.656867072367482,0.918076338828595,1.21878294286507,0.880314511849513,1.22623403828708,1.24579385105407,1.15652537055237,0.729855477726128,0.692730417866114,1.0459992304712,0.797613899260952,0.945663821200328,1.4367339427391,0.789410063587541,1.19744885341318,1.68853107162088
"Ncoa4",0.218053938182546,0.205088900583401,0.192016805433408,0.299301696815238,0.510508807342495,0.344075999512005,0.223296392355419,0.223727899424852,0.205141630700341,0.180302447085804,0.152794353236636,0.291753832708826,0.327677905174378,0.217124888395562,0.0955871717864294,0.376025046879956
"Gch1",0.00812304258739821,0.00164078630884907,0.0207302883682438,0.0303030040138463,0.848679167683566,0.165892604693537,0.0173626117814111,0,0.00453275740242675,0,0,0,0.080556700137405,0,0,0.8455160236478
"Lgals3",0.0394867487894559,0.0748598666746081,0.0329148182846767,0.135426094058962,0.0586894110464702,0.822600939598181,0.115547300840879,0.0261594936203807,0.00698014154152761,0.00931030074863877,0.0107004531965519,0,0.028735169951976,0.0123911865622166,0,0.0225666697550371
"Bcl2l2",0.162892184518282,0.156912483565526,0.264408807108544,0.240893141568316,0.199840468392366,0.140999477700388,0.255193822768163,0.186521015391837,0.142320575495327,0.253748666974184,0.0738163424583611,0.23115343642258,0.0676704208926392,0.163931597217645,0.068079398884807,0.217890286988248
"Fdft1",0.456075061082068,0.710185843084177,0.240787948063097,0.260936427615701,0.339016112267809,0.302329923931569,1.03647079858395,0.481270105455319,0.472202738452528,1.2452001479251,0.388862495146031,0.735350502258245,0.304925992247248,0.578768840757868,0.577116167381501,0.156227105180655
"Clu",1.15043059138124,1.92884908470291,2.44484030208393,2.16523462896567,2.02955748438704,2.12155675186819,7.22662185782442,1.44126692310343,0.896304303111243,5.2755764342565,0.908559792697935,1.45979353278285,1.43436804895469,2.64250488758528,2.01988427756196,2.82279705612751
"Bnip3l",0.520846864868378,1.27703625425763,0.459382028719203,0.81307590236647,1.50731336964339,0.808323595398444,0.655360594087651,0.453330839031523,0.547184865141353,0.679252366092044,0.673379873895989,1.19192723960388,0.865522296353133,0.842336830575524,1.00427033849836,1.66759669041464
"Chmp7",0.199383752095908,0.516235482949032,0.322813212601704,0.147825137827923,0.235108951852218,0.18849171418392,0.22551533026828,0.162443577343575,0.186779647291674,0.173365886303627,0.154036642930615,0.35923138639823,0.189107234712538,0.281414750559872,0.316040684327357,0.240656573907708
"Tnfrsf10b",0.00322157177902768,0.00825945461089542,0.0116156345465315,0.0621322940419685,0.0816982214356529,0.00403065064505026,0.0229829492618451,0,0.00358333713490811,0.0109895263857306,0,0,0,0.0123911865622166,0,0.0338353716119793
"Egr3",0.276794622189748,0.139583446317389,0.224548846975708,0.15160889675291,0.13771638486821,0.163643891792684,0.160756983294734,0.154605322189097,0.221521573455601,0.145267660145721,0.0538560193673385,0.207408283792371,0.270182344988371,0.262847081400655,0.223590939111188,0.0702522228762701
"Slc39a14",0.466372049372045,0.518286582809242,0.206953169039166,1.13546087426135,0.126883012026505,0.594662000939444,1.07094508987507,0.783985506062684,0.434689773773226,0.755289604664664,0.553758130202588,0.234501985125773,0.29710282326604,0.260025038003094,0.0800123323565698,0.0285459075615377
"Dnajc3",0.60585849446285,0.735581666114623,1.54876957388435,1.61327371149505,1.48768120938387,0.895912452449244,1.60506217691885,0.713581035564408,0.662962331024318,1.7083121951776,0.702932716034106,0.794333056185256,1.05695265115339,1.72778986031614,2.1119619079951,1.4601845187093
"Ank",2.62431254661974,4.53810746437599,0.599761947740548,1.38288386641931,1.1131371214288,1.9795856801331,2.28744206044276,1.79922804947703,2.39822138086032,1.99878678739554,1.56800795803531,3.57599435151275,1.11587818167971,1.01914127594139,0.971509499980575,0.763442474903149
"Dap",0.139859852637997,0.0733341386763335,0.126021777014001,0.407871626283777,0.571607406735542,0.259368709697861,0.123390199027691,0.185130563759444,0.137694658345562,0.084918624440264,0.167548923660964,0.0680786981726235,0.196816586523796,0.311151873316115,0.19499878524205,0.46835728759798
"Ptk2",4.04767341670556,6.14693064620296,6.54580603585751,2.95154212259425,3.94110261144937,0.919613111664135,3.46986508166218,4.0137103785585,3.95377672833807,3.81158930358819,3.44227823727869,5.98474073534116,1.18736708216534,2.41788889390947,6.0146270139963,3.08236997472082
"Gsdmd",0.00975818557431287,0.00637440440967549,0.0161904838663608,0.117212258458706,0.138889714864571,0.385660734344021,0.013245908654592,0.00538523151992773,0.00430327601849254,0,0.0194001323120026,0,0.35833700878979,0.0472122887466644,0,0.0865815337914763
"H1f0",0.108528812566059,0.21939294298349,0.272705005980022,0.199075304840213,0.68904514457437,0.179218821373116,0.401281639045424,0.155213838056813,0.0985016157581022,0.235191798970407,0.128647491564734,0.248303805077878,0.194056747102756,0.24864816505737,0.491728403663545,0.731086410809741
"Tspo",0.0479591171719561,0.0714780047425943,0.123523314060676,0.112177692314959,0.614149504296701,0.231273073478197,0.132025481171284,0.0533173911083138,0.0332094667333185,0.0431528797997425,0.0499700232301726,0.0513429004323868,0.160336678035098,0.116922408985133,0.0487292876742859,0.729952259103442
"Slc38a1",1.26298876372359,0.322009135748205,0.47180206345419,1.61891566693364,0.402254124235653,1.4717219659586,1.20160765385523,0.458629670581168,1.21860589278952,0.71503920906626,0.272250118349871,0.267230844407549,1.20598857854984,1.21601109079279,0.491149659232391,0.361959870729913
"Slc11a2",0.339453239583336,0.240185666613284,0.314605324931082,0.409729115514947,0.207014748190101,0.379190156961539,0.266290396970936,0.319330713495307,0.335360191979328,0.222924067680142,0.266166689296667,0.282324464725849,0.179713440359628,0.385727068811011,0.154549687299418,0.156796619463291
"Igfbp6",0.172211164112651,0.217476323181574,0.212350765749638,0.737546762999804,0.172244381710207,0.240529431024785,0.206100003322327,0.123461812751147,0.213705398025861,0.17658207036154,0.286616061572261,0.316938117510084,0.372381181119192,1.18051787103098,0.737568455546612,0.264368781874683
"Pcbp2",1.40957998806081,1.83067158268563,1.78778662181891,2.33113627357933,2.11053415202051,1.93285923349095,1.70471758735103,1.55496877360506,1.42275144507592,1.45008760634271,1.45330616758839,1.85699579187198,1.69681633023651,2.68025844590982,2.15004938598151,2.03590515433392
"Crebbp",2.87302982978223,3.05125300071581,3.64538152065647,4.4806452255988,3.66292412823113,4.02710638367123,3.71238381747271,3.59794351262721,2.7683080648498,3.62310383762765,3.02632094333363,2.9979408553111,3.41600829657916,4.00141848504192,2.82650638080853,3.08407256799475
"Dnm1l",1.86509930086534,1.35428746989507,1.62329797627571,1.57154603655207,1.37589741722693,1.40726218332638,1.46749906574392,1.51078331573365,2.06588134651049,1.92523395653811,1.79994977798626,1.59445772579643,1.29680377950235,1.70323681661287,1.73868103980146,1.47471119539787
"Ube2l3",0.854672503311423,0.855841022316544,0.905601318330239,1.03166060857122,0.945888175173138,1.23618385894072,0.896174057309655,0.794929991182647,0.807047787215869,0.752983967522033,0.677835731412506,0.929049024918612,1.15140226849286,0.97464622615315,0.807063237460263,1.21272442699182
"Aifm3",0.766640801106098,0.120436977144749,0.173991138103581,1.62138236790225,0.118241729967897,0.135361031876879,1.32560334525818,0.0874134236456032,0.932283144088364,1.56682324759663,0.0830619096785352,0.220819778478551,0.157242251918558,2.05085275823564,0.349945294589983,0.156676634651558
"Trp63",0.00544389991690414,0.00331810079805977,0,0.0434420817853075,0,0.00387003520297651,0.18075422870123,0,0.00497930838669487,0.217803881724316,0,0,0,0.0324412603384304,0,0
"Tfrc",0.55230752790247,0.235813347093292,0.489769303163665,0.213869088986789,3.07125777318187,0.191969659410503,0.415986506354713,0.348571807938474,0.588229986323193,0.4394722489213,0.415666243294589,0.340082479106954,0.212725499798626,0.164974253040365,0.378848020957439,5.43166336283087
"Chmp2b",0.196999208413375,0.29812304832089,0.275435018212226,0.242239740736794,0.426018277233485,0.239821959383965,0.260558876491079,0.198433418920604,0.213239241725042,0.248187853878555,0.0451690481133881,0.339576536599518,0.229293382219221,0.155523451202895,0.0209490492203948,0.469757432364829
"Btg3",0.285720104426914,0.158650527066466,0.352435038456211,0.893711233269391,0.912063416459334,0.225967567833268,0.180311931420719,0.172276473712389,0.263958898849787,0.240911689207457,0.233948650553864,0.190864382959152,0.33822675049343,0.992105617121649,0.508542510264101,0.513900786892964
"App",5.40400460690351,10.9546340770851,6.3557241957775,6.18034550473888,10.6390919057383,4.72822709798511,2.60665720336089,4.55085230560005,5.41555803691735,2.47766198793512,3.95094524686392,10.321861519823,3.62288918287774,6.19051552906795,7.55319840442799,9.92068545821021
"Bach1",0.197535117898343,0.336551135867736,0.81159540124685,0.795270218278566,0.874127453299835,1.21944263885903,0.281313039787651,0.345458838523444,0.148148542480847,0.239285397496804,0.226872383128267,0.201748779305669,1.07623610226107,0.920386598781273,0.549397354148803,0.560203861468195
"Sod1",0.652419548109208,0.935040936811385,1.24824135846732,1.00443157009935,1.45431456589626,1.049226088959,0.960836822842371,0.708115901369116,0.649161829646145,1.13688211943727,0.899738457262225,0.99155995720552,1.23999548995454,1.21822426147862,1.53470396225172,1.65263644039855
"Prkn",5.11927073908763,5.96260471768334,2.32809188703498,3.55994129783009,1.19922282704844,4.44532413943904,4.82876087365863,6.19361444910524,4.97250762511137,4.92616143187678,6.04545032991008,5.84228321793061,6.03284457999401,4.07774853431146,2.6081783069318,1.11206478521235
"Igf2r",0.500153101255928,0.272329959390551,3.25659169953911,1.31975976124461,0.716469417469731,0.259346409550178,0.395300084385329,0.417273439824494,0.505537714111875,0.339054835768873,0.614503770750385,0.225316096355974,0.110741707351323,1.47825505519667,2.22248424794704,0.310576830027139
"Tnfrsf12a",0.0207913477905096,0.0231073958512301,0.0256033781988219,0.0221752705551868,0.0813257908284981,0.0209339257531363,0.0743619450656616,0.026679321361741,0.0165497384763189,0.0136839111877122,0.0307280915373786,0.0226953244626811,0.0198522420729462,0.0249782326143658,0.0487292876742859,0.124908100230942
"Stub1",0.541192651752644,0.688330384066007,1.03687066177927,0.679611824917051,0.752384154266103,0.766350784939699,0.750559576014183,0.542036483918304,0.527139923555617,0.848712297616665,0.612255899019661,0.913566411316227,0.719079083042407,0.909165482234236,1.21598914280066,1.08146362873847
"Rhot2",0.372003465188033,0.209659747046429,0.200686708613145,0.197205795505247,0.243232701983412,0.187044484302718,0.226433035236543,0.19614495427536,0.316250514917407,0.248355472019664,0.300778544655661,0.132990331852793,0.340112512236105,0.175883281715764,0.360085457460827,0.159567215381001
"Bak1",0.0916600453386594,0.118087339880656,0.104881583065792,0.0758931574715812,0.203442964316387,0.145345862914951,0.123503142468431,0.0886863465771699,0.0965858449953782,0.126782469535149,0.0780529930470516,0.108853224416606,0.0778327619418362,0.0669246845861281,0,0.129609585884053
"Cdkn1a",0.081000944576979,0.0785505405351986,0.126497762781125,0.166545473530189,0.593132963292123,0.181867221450406,0.138854675110242,0.049937635939817,0.0600826092927853,0.0457633869414939,0.0762834770497588,0.0517218468551554,0.084573355419008,0.0683678588654915,0.135862559777261,0.491287652030579
"Cbs",0.0249944692699007,0.0892120765167882,0,0.0588693742123099,0.0628819003622629,0.0443428156987432,1.57528811449634,0.0510694316608384,0.0261436181203253,1.78415029226107,0.00381222931702362,0.0558155422168639,0,0.137471244040006,0,0.0459243116185601
"Tap1",0.0246033144375714,0.0180845674654405,0.0644412403319236,0.0906872092317754,0.159069977406056,0.234636015501906,0.0817608585859889,0.0574448848372111,0.00619371955748875,0.0255237467076179,0.0427526796468976,0.00964192481661677,0.070626054824161,0.153460806337181,0.125023700573866,0.0294082514931023
"Tnf",0.00352000770989264,0,0,0.00362308266412958,0,0.0878403942958047,0,0,0.000684182329221853,0,0,0,0.0608012209974038,0,0,0
"Ier3",0.0464920099078182,0.0351022260657509,0.371743179107017,0.515737432136336,1.36960176734545,0.0855941792840158,0.062298742962829,0.0809239116023544,0.0394536628074828,0.0513413903592678,0.049109538960102,0.0334232140010334,0.0506222822473691,0.800841615016524,0.464068581910659,0.823294502983796
"Flot1",0.305091850501673,0.241930249168617,0.446364276254537,0.403592907983788,0.510733242291403,0.407056647490499,0.320023422009127,0.247409353017031,0.31230066603975,0.362206481968198,0.190146626873676,0.369079476694191,0.532338863281749,0.347620134094187,0.109375714273972,0.482161670565544
"Satb1",1.06207614573758,0.416017948735436,0.401932943930822,0.354882337817981,0.426063897590741,0.48667825445823,0.798337292532309,1.06869074942125,1.14019730201763,0.630195509566345,1.21995655765895,0.56216123359891,0.520827674241536,0.527213413050878,0.111745881390345,0.783307509458184
"Rock1",2.39729050448893,2.49601188222663,4.39716507861185,3.03591476168919,3.46773565249189,2.7401768652602,2.21905861453485,2.64642287365465,2.41342309320759,2.41387589262553,2.42285286167155,2.66333607724702,2.69155379317392,3.14311569354447,4.26786993663926,3.16338388273983
"Etf1",0.545587170760615,0.59326471676566,0.837286313619923,0.797905424737874,0.826432718243668,0.941286515854243,0.589392780027145,0.646680723255102,0.520653999364858,0.655256714947439,0.497342997879905,0.533701276361444,0.898750292340962,0.927256710226546,0.494388407053169,0.804892066026266
"Cd14",0.00854751547477342,0.0174322933504756,0.018153341461624,0.0180731511453325,0.0361915525858154,0.179142824504861,0.0156132581354803,0.00498308844921975,0.00272967394237906,0,0,0.0124971997909751,0.355110352868687,0.0123911865622166,0,0
"Pdgfrb",0.0329750032700291,0.0586620784702042,11.2590828060974,1.86700621096246,0.950469273576134,0.0651883470081782,1.25372804567037,0.0486940593688975,0.0267223607791257,1.25105630689762,0.0489879993127743,0.0528116755297061,0.0178846451469365,1.55114389737388,10.4785809227227,1.61783141207325
"Pmaip1",0.00685143193730841,0.00116528661616182,0,0.00138024434576658,0.110176320536623,0.0247279443575621,0.000644943621484533,0,0.00488014989588702,0,0,0,0.021388255081194,0,0.078736716384047,0.0887350870130831
"Smad7",0.636716537076231,5.49523185619544,0.513343298929092,0.789425789979788,2.28612205812311,2.10064846219556,0.552586858873411,0.97564230708016,0.58854514747414,0.569881273375382,1.01374423510595,5.6550549246489,2.73150945759252,0.900746191719063,0.848731500215879,2.68851868276692
"Rela",0.202267471834013,0.247256221018174,0.241252481670201,0.358601718367308,0.542451294429775,0.443467176824434,0.276684404379039,0.264402727225034,0.187681164984215,0.142115484027517,0.177259657701832,0.279931139098979,0.476920271563139,0.28453900171638,0.174963428870829,0.703272687811519
"Ppp2r5b",0.273648826180356,0.324177058448059,0.276829200618222,0.262582198174773,0.247613481117817,0.231558731089919,0.329259411747834,0.239898802395102,0.273176518108032,0.282430085158923,0.194751149310857,0.31207087363382,0.314616080137664,0.332000598766633,0.264678449684015,0.231577334952301
"Slc3a2",0.711051766551868,0.614608903111327,0.928073812334747,1.14969325533922,2.93850906623735,0.864218178817952,1.15110617438373,0.534560157754046,0.791690893018092,0.853952578815149,0.602698183144604,0.440524826434851,0.75865555123388,1.49082206822667,1.751217683084,2.59484415645853
"Fth1",4.3796944601634,12.4058764257206,7.09526796563102,6.59910241536018,9.13972162417305,8.18362685739286,6.99948471464275,4.30816602024021,4.77242015438794,7.10616826073142,5.41325069144591,14.5056265291445,9.00368864980095,8.51381572627434,10.5427306394312,9.72029563364334
"Anxa1",0.0115177135850438,0.0142100894446675,0.0472305756559534,0.460197365008072,0.0489135012839624,0.0563506156431712,0.00970757451657175,0.0111665984509608,0.00908424682320107,0.0100618752886709,0,0.00650481981500071,0,0.439627643804055,0,0.0917018155277148
"Fas",0.00539724995194068,0.00785020038580353,0.0872077106136127,0.114002593008398,1.09399320624277,0.0367555549482171,0.138602154356854,0.0397620592420803,0.00321351263583779,0.0163396644980532,0,0,0,0.0592446367270144,0,1.44984969923797
"Pdcd4",1.55420639122627,0.874024661289972,1.03923174151522,1.69985216648599,1.62694872217439,1.08353414500843,1.61710526093291,2.07236014688891,1.72741607369124,2.07282817049123,1.65207573378282,0.947279668922609,1.37927652438736,1.81330950759679,1.24669274305618,1.50221536345926
"Acsl5",0.349971469522179,0.125924630642851,0.358240738614405,0.218083413116364,0.451757050874042,0.522257198254281,0.130811844533689,0.235260254406627,0.372236984637143,0.119860001030735,0.322793010349428,0.161128902571233,0.399930109722922,0.277989677819634,0.41369098703948,0.452906484555375
"Casp7",0.0939094602364457,0.0566457668982734,0.294261341764345,0.283190016294129,0.388404065262509,0.48287206639952,0.206392731481364,0.317229801984713,0.0940410720415461,0.255842707665695,0.375997256254221,0.0124854582970364,0.314720005376728,0.159039931915742,0,0.166098846100384
"Ebp",0.116968511285573,0.191300028540247,0.0624186877717434,0.168851747860616,0.251483748186926,0.197243676850276,0.113914509811609,0.0984547076145942,0.126188081879924,0.126219347266842,0.147773777603679,0.188943266351943,0.283843847496447,0.205882106467748,0.203923905612413,0.468448788030216
