"Oligodendrocyte--Sham","Microglia--Sham","Neuron--Sham","Pericyte--Sham","Endothelial--Sham","Astrocyte--Sham","OPC--Sham","Fibroblast--Sham","Neuron--MCAO","Astrocyte--MCAO","Microglia--MCAO","Oligodendrocyte--MCAO","OPC--MCAO","Fibroblast--MCAO","Endothelial--MCAO","Pericyte--MCAO","gene","pathway"
0.166921006192868,0.190648673643259,0.176340408485105,0.171578506279637,0.155638883240002,0.199617697268646,0.167643426803785,0.219199680809639,0.208843406251158,0.362125883254704,0.403463140714551,0.335833570441909,0.229071329261788,0.394801641403574,0.369410381588108,0.448346261317429,"Chmp4b","Necroptosis"
1.12241704706646,0.789154150259229,0.642721997316547,0.563944483690639,0.581027024553801,0.589882898778791,0.762597524926793,0.773266795630824,0.612426393934842,0.682588948698208,0.939439722222565,0.999287298633848,0.81590582121015,0.971260424468442,0.303363571639387,0.859940492359057,"Itch","Necroptosis"
0.177746646774201,0.18470486869036,0.169507959930196,0.526091291228347,0.294666788192934,0.19405064336826,0.155750759479326,0.200328656297913,0.164151997372391,0.173852666038428,0.112306349231026,0.167868281029476,0.123590337914731,0.163106501682967,0.308132105674801,0.267379007388098,"Map1lc3a","Ferroptosis"
0.132983692324496,0.0447399342693972,0.135379939888512,0.0539341741123237,0.0431538235351916,0.134054429379853,0.0801011271666682,0.03870929414049,0.0910512241171148,0.132792633931566,0.0519857446142026,0.186452866384639,0.091673801336057,0.106434597123612,0.0391799514273878,0.0770451910811764,"Gss","Ferroptosis"
0.037933963290711,0.0246782964105768,0.047371786511587,0.053756005666142,0.0279297223008071,0.0315591554460813,0.0325483439303783,0.0416153766767551,0.0295154302707907,0.0409542012528141,0.0275370991413678,0.0249501362850441,0.0323479864910089,0.0372315921144331,0.0123307270217295,0.0448000750736193,"Chmp4c","Necroptosis"
0.0686344591310251,0.230865932575796,0.0611759063388212,1.20763517844954,0.535303303947806,0.052269389946852,0.269296003633048,1.2826830621538,0.0766683652205979,0.231192570557411,0.131220035652176,0.0805143578746093,0.394888977616778,1.4814041879136,0.353579894671124,1.69254463659147,"Cp","Ferroptosis"
0.00180915048007251,0.046750007469151,0.00174808552002461,0.0403914360954652,0.126308394901605,0,0,0.00603716917560079,0.00369033258679171,0.00589504687119997,0.014567255824662,0.00376265119938219,0.0039529068761345,0.0164386170163271,0.0260788364390193,0.0295196800109369,"Tnfsf10","Apoptosis"
0.0418591157101905,0.0390165103124575,0.0439719313262785,0.105282970601303,0.0469774439989543,0.708234683051886,0.057592803431177,1.48228361779816,0.0815102652373587,0.680760784816385,0.144511420263221,0.0954086946926761,0.0841841287138596,1.92545117408046,0.262215540561486,0.257937979624267,"Slc7a11","Ferroptosis"
0.0616365986488718,0.0504259767831085,0.147241431352432,0.239765210498328,0.13242890952861,0.0751436478281334,0.0586168890649953,0.138006853553052,0.16898722190804,0.257189571021221,0.165442293050229,0.321499218006618,0.156762833166115,0.260484307506139,0.319134069215497,0.375652895017447,"Lmna","Apoptosis"
0.135911040729752,0.14351398537599,0.224514142984608,0.11077801260061,0.101614114877609,0.174709840226039,0.166220970721748,0.203206050239477,0.191156573798295,0.172128597562791,0.184547643815719,0.158257982138503,0.160954086550901,0.22950438786409,0.126722480798115,0.195024448371121,"Dap3","Apoptosis"
0.110716473572942,0.364388212975373,0.134842994199142,0.43143246985994,0.608685013095407,0.109740469112068,0.116647008199313,0.233822028804177,0.138218458594499,0.45598003426662,0.51564721159083,0.284433195941193,0.178019490927065,0.424303615821995,0.484251923394226,0.565276201113226,"Mcl1","Apoptosis"
0.0469806435875212,0.177303017061192,0.0231281479951031,0.199828028932398,0.226050467384523,0.0998624388205758,0.0140609985904863,0.186521521655966,0.0714312605916519,0.33200439660387,0.264056996709304,0.108116328626526,0.0926088749704642,0.493254476769767,0.495965769302933,0.375990176207602,"Txnip","Apoptosis"
0.00214718186087087,0.00620841874830052,0.00416548739834385,0.0131373010172492,0.0174794504153831,0.00144684488255546,0,0.0423014009693142,0.00457658307897568,0.00661470434412529,0.00607963511885677,0.00359179779181919,0.00139221181657041,0.0458670159290747,0.0173347025193938,0.012203318742153,"Gstm2","Apoptosis"
0.196419786414911,0.18665759825943,0.643360341342657,0.190752605353193,0.198505958993272,0.187981845201203,0.271163526719407,0.204615024730963,0.606882920578602,0.125754856658615,0.156196035058255,0.160815575384482,0.234922786355829,0.141101916656324,0.0626157117444385,0.104702724228307,"Plppr4","Apoptosis"
0.30046957942283,0.0552955200952779,0.409230732097082,0.157275365461962,0.123379732685121,0.389329394628713,1.62149029582811,0.803511706328568,0.454188247887425,0.474178383617674,0.107507848226656,0.299466795633413,1.56967838132462,0.758259550768365,0.0574173986732012,0.158573285490487,"Dpyd","Apoptosis"
0.14018648024653,0.0939082731420531,0.117449567441076,0.109259383774795,0.225214761022933,0.136648370287501,0.0973912715250369,0.0840431550197089,0.160465685777232,0.370874377436862,0.153153794323486,0.276979454921623,0.146146599802725,0.271905772658835,0.29307934875752,0.269428419432606,"Gclm","Ferroptosis"
